rank,hostname,cpu_id,cpu_affinity,cpu_numa_node,gpu_id,gpu_pci_bus_id,gpu_pci_numa_node,status,payload_bytes,payload_type,direction,iters,host_buf_numa_node,variant,page_policy,src_page_policy,dst_page_policy,reg_mode,transfer_mode,src_pages,dst_pages,dst_pages_after,lat_min_us,lat_p25_us,lat_median_us,lat_p75_us,lat_iqr_us,lat_max_us,lat_mean_us,lat_stddev_us,bw_gibs_min,bw_gibs_p25,bw_gibs_median,bw_gibs_p75,bw_gibs_iqr,bw_gibs_max,bw_gibs_mean,bw_gibs_stddev,bw_gbps_median,gpu_dma_time_median_us
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,0,"gpu0-cpu0-src0-dst3-interleaved",-1,0,3,0,"interleaved","0:1","3:1","3:1",10.211,10.635,10.8465,10.9422,0.30725,13.157,10.8669,0.435304,0.289937,0.348621,0.351699,0.358693,0.0100723,0.373587,0.351547,0.0127856,0.377633,5.152
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,3,"gpu0-cpu0-src0-dst3-interleaved",-1,0,3,0,"interleaved","0:1","3:1","3:1",10.355,10.5762,10.73,10.886,0.30975,19.288,10.903,1.21975,0.197776,0.350423,0.355517,0.360685,0.0102627,0.368392,0.352461,0.0233345,0.381733,5.088
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst3-interleaved",-1,0,3,0,"interleaved","0:16384","3:16384","3:16384",1218.2,1218.67,1219.47,1219.68,1.01225,1222.39,1219.42,0.955154,51.1292,51.2429,51.2519,51.2855,0.0425633,51.3052,51.2538,0.0401023,55.0313,1213.41
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,3,"gpu0-cpu0-src0-dst3-interleaved",-1,0,3,0,"interleaved","0:16384","3:16384","3:16384",1814.67,1820.81,1822.62,1824.65,3.83925,1828.35,1822.49,2.95698,34.1838,34.2532,34.2914,34.3254,0.0722243,34.4415,34.2938,0.0556933,36.8201,1816.56
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst3-interleaved",-1,0,3,0,"interleaved","0:65536","3:65536","3:65536",4839.99,4840.84,4841.18,4843.36,2.52375,4846.77,4841.85,1.45512,51.5807,51.617,51.6403,51.6439,0.0269103,51.653,51.6332,0.0155118,55.4483,4834.98
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,3,"gpu0-cpu0-src0-dst3-interleaved",-1,0,3,0,"interleaved","0:65536","3:65536","3:65536",7239.03,7251.18,7254.64,7259.75,8.5715,7266.74,7255.04,6.19058,34.4033,34.4365,34.4607,34.4772,0.0407068,34.535,34.4588,0.0294125,37.0019,7248.11
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"NOT_RUN (d2h-only)",4096,"latency","H2D",50,0,"gpu0-cpu0-src0-dst3-d2h-only",-1,0,3,0,"d2h-only","0:1","3:1","3:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,3,"gpu0-cpu0-src0-dst3-d2h-only",-1,0,3,0,"d2h-only","0:1","3:1","3:1",10.397,10.5448,10.999,11.304,0.75925,11.614,10.9681,0.367794,0.328457,0.337464,0.346823,0.361763,0.0242988,0.366904,0.348193,0.0117147,0.372399,5.056
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"NOT_RUN (d2h-only)",67108864,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst3-d2h-only",-1,0,3,0,"d2h-only","0:16384","3:16384","3:16384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,3,"gpu0-cpu0-src0-dst3-d2h-only",-1,0,3,0,"d2h-only","0:16384","3:16384","3:16384",1810.93,1818.95,1820.85,1822.21,3.25825,1824.64,1820.42,2.68989,34.2533,34.2991,34.3247,34.3605,0.0614394,34.5127,34.3328,0.0508201,36.8559,1814.34
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"NOT_RUN (d2h-only)",268435456,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst3-d2h-only",-1,0,3,0,"d2h-only","0:65536","3:65536","3:65536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,3,"gpu0-cpu0-src0-dst3-d2h-only",-1,0,3,0,"d2h-only","0:65536","3:65536","3:65536",7241.67,7249.59,7253.12,7255.51,5.91375,7271.94,7252.98,5.39788,34.3787,34.4566,34.4679,34.4847,0.0281075,34.5224,34.4686,0.0256382,37.0097,7246.38
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,0,"gpu0-cpu0-src0-dst2-interleaved",-1,0,2,0,"interleaved","0:1","2:1","2:1",10.222,10.7353,10.8765,11.0152,0.28,19.518,11.0815,1.30233,0.195445,0.346311,0.350729,0.355343,0.00903283,0.373185,0.347209,0.0256969,0.376592,5.152
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,2,"gpu0-cpu0-src0-dst2-interleaved",-1,0,2,0,"interleaved","0:1","2:1","2:1",10.369,10.6277,10.8055,10.9745,0.34675,19.196,11.1448,1.66518,0.198724,0.347597,0.353034,0.358937,0.0113406,0.367894,0.346969,0.0315823,0.379067,5.152
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst2-interleaved",-1,0,2,0,"interleaved","0:16384","2:16384","2:16384",1218.23,1218.82,1219.43,1219.66,0.84525,1754.52,1230.05,74.9286,35.6223,51.2437,51.2533,51.2792,0.0355375,51.3039,50.9441,2.18912,55.0329,1213.41
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,2,"gpu0-cpu0-src0-dst2-interleaved",-1,0,2,0,"interleaved","0:16384","2:16384","2:16384",2148.3,2149.89,2150.97,2151.96,2.06225,2153.97,2150.94,1.38408,29.0162,29.0434,29.0566,29.0712,0.0278594,29.0927,29.0571,0.0186949,31.1993,2144.53
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst2-interleaved",-1,0,2,0,"interleaved","0:65536","2:65536","2:65536",4840.16,4840.92,4841.29,4843.46,2.54175,4847.61,4842,1.57052,51.5718,51.616,51.6392,51.6431,0.0271013,51.6512,51.6316,0.016739,55.4471,4835.09
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,2,"gpu0-cpu0-src0-dst2-interleaved",-1,0,2,0,"interleaved","0:65536","2:65536","2:65536",8556.64,8565.26,8567.34,8570.15,4.88875,8578.55,8567.52,4.05397,29.1425,29.171,29.1806,29.1877,0.0166498,29.2171,29.18,0.0138073,31.3324,8560.98
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"NOT_RUN (d2h-only)",4096,"latency","H2D",50,0,"gpu0-cpu0-src0-dst2-d2h-only",-1,0,2,0,"d2h-only","0:1","2:1","2:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,2,"gpu0-cpu0-src0-dst2-d2h-only",-1,0,2,0,"d2h-only","0:1","2:1","2:1",10.301,10.4477,10.781,11.1738,0.726,11.638,10.8213,0.409185,0.327779,0.341402,0.353862,0.365121,0.0237192,0.370323,0.353015,0.013172,0.379956,4.976
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"NOT_RUN (d2h-only)",67108864,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst2-d2h-only",-1,0,2,0,"d2h-only","0:16384","2:16384","2:16384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,2,"gpu0-cpu0-src0-dst2-d2h-only",-1,0,2,0,"d2h-only","0:16384","2:16384","2:16384",2143.71,2149.53,2150.66,2151.49,1.96075,2154,2150.43,1.96948,29.0157,29.0497,29.0609,29.0762,0.0264985,29.1551,29.064,0.0266496,31.2039,2144.19
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"NOT_RUN (d2h-only)",268435456,"bandwidth","H2D",50,0,"gpu0-cpu0-src0-dst2-d2h-only",-1,0,2,0,"d2h-only","0:65536","2:65536","2:65536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,2,"gpu0-cpu0-src0-dst2-d2h-only",-1,0,2,0,"d2h-only","0:65536","2:65536","2:65536",8563.11,8565.92,8568.45,8571.01,5.09,8576.22,8568.57,3.23234,29.1504,29.1681,29.1768,29.1854,0.0173321,29.195,29.1764,0.0110052,31.3284,8561.95
0,"w23g0007.hpc.itc.rwth-aachen.de",0,"0",0,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,0,"gpu0-cpu0-src0-dst1-interleaved",-1,0,1,0,"interleaved","0:1","1:1","1:1",10.331,10.8737,11.011,11.1043,0.2305,13.495,11.003,0.437456,0.282675,0.343535,0.346445,0.350817,0.00728218,0.369248,0.347185,0.0123691,0.371992,5.312
