rank,hostname,cpu_id,cpu_affinity,cpu_numa_node,gpu_id,gpu_pci_bus_id,gpu_pci_numa_node,status,payload_bytes,payload_type,direction,iters,host_buf_numa_node,variant,page_policy,reg_mode,src_pages,dst_pages,dst_pages_after,lat_min_us,lat_p25_us,lat_median_us,lat_p75_us,lat_iqr_us,lat_max_us,lat_mean_us,lat_stddev_us,bw_gibs_min,bw_gibs_p25,bw_gibs_median,bw_gibs_p75,bw_gibs_iqr,bw_gibs_max,bw_gibs_mean,bw_gibs_stddev,bw_gbps_median,gpu_dma_time_median_us
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,1,"fwd-n1-auto",-1,0,"1:65536","1:65536","1:65536",5616.52,5627.59,5633.78,5637.71,10.1222,5647.44,5632.58,7.02567,44.2678,44.3443,44.3751,44.424,0.0797618,44.5116,44.3847,0.0553823,47.6474,5627.36
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,1,"fwd-n1-auto",-1,0,"1:65536","1:65536","1:65536",6223.3,6237.1,6239.99,6243.11,6.0165,6254.67,6239.95,6.33187,39.9701,40.0441,40.0641,40.0828,0.0386279,40.1716,40.0645,0.0406641,43.0186,6233.68
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,2,"fwd-n2-auto",-1,0,"2:1","2:1","2:1",10.585,10.9622,11.106,11.3128,0.3505,13.423,11.1765,0.420998,0.284191,0.337203,0.343481,0.347985,0.0107816,0.360387,0.341752,0.0116956,0.36881,5.248
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,2,"fwd-n2-auto",-1,0,"2:1","2:1","2:1",10.4,10.587,10.787,10.9772,0.39025,18.701,11.1152,1.56346,0.203984,0.34751,0.353638,0.360319,0.0128095,0.366798,0.347472,0.0306218,0.379716,5.04
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,2,"fwd-n2-auto",-1,0,"2:16384","2:16384","2:16384",1612.41,1615.35,1616.85,1617.82,2.47075,1620.18,1616.54,1.80504,38.5759,38.6322,38.6554,38.6912,0.0590893,38.7619,38.663,0.0431802,41.5059,1610.75
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,2,"fwd-n2-auto",-1,0,"2:16384","2:16384","2:16384",2186.11,2189.41,2190.87,2192.03,2.615,2197.31,2191.19,2.62267,28.4438,28.5124,28.5275,28.5465,0.0340549,28.5896,28.5233,0.0341186,30.6311,2184.66
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,2,"fwd-n2-auto",-1,0,"2:65536","2:65536","2:65536",6420.8,6426.83,6429.96,6433.48,6.64675,6440.69,6430.18,4.62741,38.8157,38.8592,38.8805,38.8994,0.0401889,38.936,38.8792,0.0279749,41.7476,6424.05
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,2,"fwd-n2-auto",-1,0,"2:65536","2:65536","2:65536",8712.02,8720.79,8724.12,8728.15,7.3585,8738.1,8724.17,5.84484,28.6103,28.6429,28.6562,28.6671,0.0241686,28.696,28.656,0.0191985,30.7694,8717.9
0,"n23g0004.hpc.itc.rwth-aachen.de",36,"36,37,38,39,40,41,42,43,44,45,46,47",3,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,3,"fwd-n3-auto",-1,0,"3:1","3:1","3:1",10.517,11.0087,11.123,11.2808,0.272,13.614,11.2777,0.548696,0.280204,0.33816,0.342956,0.346515,0.00835505,0.362717,0.338962,0.0146236,0.368246,5.312
0,"n23g0004.hpc.itc.rwth-aachen.de",36,"36,37,38,39,40,41,42,43,44,45,46,47",3,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,3,"fwd-n3-auto",-1,0,"3:1","3:1","3:1",10.401,10.7785,10.9825,11.3448,0.56625,19.053,11.3333,1.60875,0.200215,0.336253,0.347344,0.353918,0.0176646,0.366763,0.340883,0.0305499,0.372957,5.088
0,"n23g0004.hpc.itc.rwth-aachen.de",36,"36,37,38,39,40,41,42,43,44,45,46,47",3,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,3,"fwd-n3-auto",-1,0,"3:16384","3:16384","3:16384",1959.53,1962.06,1963.57,1964.89,2.82975,1968.91,1963.68,2.06476,31.7434,31.8083,31.8297,31.8542,0.0458749,31.8954,31.8281,0.0334518,34.1769,1957.23
0,"n23g0004.hpc.itc.rwth-aachen.de",36,"36,37,38,39,40,41,42,43,44,45,46,47",3,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,3,"fwd-n3-auto",-1,0,"3:16384","3:16384","3:16384",1830.01,1834.26,1836.44,1838.34,4.07575,1841.64,1836.13,3.04932,33.9372,33.9981,34.0332,34.0737,0.0755441,34.1529,34.0391,0.0565379,36.5429,1829.6
0,"n23g0004.hpc.itc.rwth-aachen.de",36,"36,37,38,39,40,41,42,43,44,45,46,47",3,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,3,"fwd-n3-auto",-1,0,"3:65536","3:65536","3:65536",7809.12,7819.01,7821.87,7825.76,6.74975,7833.9,7821.79,5.65454,31.9126,31.9458,31.9617,31.9733,0.0275771,32.0138,31.962,0.0231093,34.3186,7815.15
0,"n23g0004.hpc.itc.rwth-aachen.de",36,"36,37,38,39,40,41,42,43,44,45,46,47",3,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,3,"fwd-n3-auto",-1,0,"3:65536","3:65536","3:65536",7292.73,7305,7308.41,7314.72,9.7155,7320.51,7309.46,6.35399,34.1506,34.1777,34.2072,34.2231,0.0454554,34.2807,34.2023,0.0297372,36.7297,7301.92
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,2,"fwd-n1-p2",2,0,"2:1","2:1","2:1",10.526,10.9555,11.0755,11.1695,0.214,16.4,11.2548,0.878293,0.232603,0.341528,0.344427,0.348199,0.00667103,0.362407,0.340505,0.0202316,0.369826,5.344
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,2,"fwd-n1-p2",2,0,"2:1","2:1","2:1",10.436,10.714,10.864,11.1937,0.47975,19.279,11.6112,2.26296,0.197868,0.340788,0.351132,0.356048,0.01526,0.365533,0.336873,0.0430499,0.377025,5.184
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,2,"fwd-n1-p2",2,0,"2:16384","2:16384","2:16384",1614.22,1616.71,1617.95,1619.26,2.55125,1622.99,1618.13,2.20139,38.5091,38.5979,38.6291,38.6588,0.0609094,38.7184,38.6248,0.052519,41.4777,1611.6
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,2,"fwd-n1-p2",2,0,"2:16384","2:16384","2:16384",2144.41,2150.21,2151.05,2151.89,1.68825,2155.64,2151.03,1.95863,28.9937,29.0442,29.0556,29.067,0.0228043,29.1456,29.0559,0.0264774,31.1983,2144.75
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,2,"fwd-n1-p2",2,0,"2:65536","2:65536","2:65536",6425.91,6437.65,6441.18,6443.88,6.22975,6451.24,6441,4.57039,38.7522,38.7965,38.8128,38.8341,0.037544,38.905,38.8138,0.0275518,41.6749,6434.8
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,2,"fwd-n1-p2",2,0,"2:65536","2:65536","2:65536",8560.72,8565.69,8568.64,8571.13,5.44825,8573.93,8568.21,3.40622,29.1582,29.1677,29.1762,29.1862,0.0185523,29.2032,29.1776,0.0116006,31.3277,8562.27
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,1,"fwd-n2-p1",1,0,"1:1","1:1","1:1",10.374,10.7218,10.849,10.9507,0.229,13.202,10.9431,0.448368,0.288948,0.34835,0.351617,0.355791,0.00744024,0.367717,0.349127,0.0130412,0.377546,5.12
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,1,"fwd-n2-p1",1,0,"1:1","1:1","1:1",10.291,10.503,10.6625,10.838,0.335,11.518,10.7036,0.260384,0.331194,0.351974,0.357768,0.363201,0.0112264,0.370683,0.3566,0.00845933,0.38415,5.056
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,1,"fwd-n2-p1",1,0,"1:16384","1:16384","1:16384",1413.24,1417.3,1418.5,1420,2.6975,1424.48,1418.65,2.1213,43.8757,44.014,44.0606,44.0978,0.0837702,44.2245,44.056,0.0658562,47.3097,1412.38
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,1,"fwd-n2-p1",1,0,"1:16384","1:16384","1:16384",1519.77,1530.78,1534.93,1536.38,5.60175,1538.95,1533.52,4.17057,40.6121,40.68,40.7185,40.8289,0.148874,41.1247,40.7562,0.111194,43.7211,1528.88
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,1,"fwd-n2-p1",1,0,"1:65536","1:65536","1:65536",5624.12,5631.23,5634.48,5639.35,8.11725,5648.9,5635.12,6.26682,44.2564,44.3314,44.3696,44.3953,0.0639022,44.4514,44.3647,0.0493188,47.6415,5628.05
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,1,"fwd-n2-p1",1,0,"1:65536","1:65536","1:65536",6127.19,6139.06,6144.14,6146.92,7.85875,6159.13,6143.85,6.76638,40.5901,40.6708,40.6892,40.7228,0.0520636,40.8018,40.6912,0.0448221,43.6896,6137.68
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,1,"fwd-n1-regP",-1,1,"1:1","1:1","1:1",10.396,10.8163,10.971,11.0977,0.2815,19.237,11.1837,1.23573,0.1983,0.343736,0.347707,0.352682,0.00894596,0.366939,0.343751,0.0244661,0.373348,5.248
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,1,"fwd-n1-regP",-1,1,"1:1","1:1","1:1",10.273,10.5425,10.7105,10.9432,0.40075,19.245,11.2121,1.91682,0.198218,0.348589,0.356165,0.36184,0.013251,0.371332,0.346529,0.0370045,0.382429,5.024
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,1,"fwd-n1-regP",-1,1,"1:16384","1:16384","1:16384",1410.2,1414.88,1416.13,1417.31,2.435,1420.93,1415.93,2.25493,43.9852,44.0976,44.1344,44.1734,0.0758916,44.3198,44.1406,0.0703132,47.3889,1409.89
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,1,"fwd-n1-regP",-1,1,"1:16384","1:16384","1:16384",1550.72,1555.28,1558.44,1560.77,5.493,1568.38,1558.09,3.8871,39.8499,40.0442,40.1042,40.1857,0.14143,40.3037,40.1134,0.100044,43.0616,1551.82
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,1,"fwd-n1-regP",-1,1,"1:65536","1:65536","1:65536",5621.19,5627.48,5631.04,5633.93,6.44725,5639.39,5631.02,4.31013,44.331,44.374,44.3968,44.4249,0.0508381,44.4746,44.3969,0.0339805,47.6707,5624.58
0,"n23g0004.hpc.itc.rwth-aachen.de",12,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,1,"fwd-n1-regP",-1,1,"1:65536","1:65536","1:65536",6230.85,6243.53,6250.49,6254.93,11.3985,6266.23,6249.61,7.47266,39.8964,39.9685,39.9969,40.0415,0.0729689,40.1229,40.0026,0.0478438,42.9463,6243.94
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,2,"fwd-n2-regP",-1,1,"2:1","2:1","2:1",10.31,10.8513,10.9845,11.268,0.41675,13.635,11.1237,0.530208,0.279772,0.33855,0.34728,0.351545,0.0129947,0.37,0.343629,0.0146332,0.372889,5.264
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,2,"fwd-n2-regP",-1,1,"2:1","2:1","2:1",10.31,10.4838,10.677,10.838,0.35425,11.506,10.6979,0.269613,0.33154,0.351974,0.357282,0.363868,0.0118934,0.37,0.356806,0.00875714,0.383628,5.056
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,2,"fwd-n2-regP",-1,1,"2:16384","2:16384","2:16384",1609.24,1615.58,1616.95,1617.99,2.411,1621.31,1616.64,2.39458,38.5492,38.6283,38.6531,38.6859,0.0576468,38.8382,38.6606,0.0573319,41.5034,1611.02
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,2,"fwd-n2-regP",-1,1,"2:16384","2:16384","2:16384",2184.86,2189.19,2191.18,2192.4,3.2115,2198.17,2191.06,2.5709,28.4328,28.5076,28.5234,28.5494,0.0418201,28.606,28.5251,0.033456,30.6268,2184.99
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,2,"fwd-n2-regP",-1,1,"2:65536","2:65536","2:65536",6421.99,6427.77,6430.3,6434.86,7.097,6448.88,6431.49,5.33403,38.7664,38.8509,38.8784,38.8938,0.0428959,38.9287,38.8713,0.0322186,41.7454,6424.16
0,"n23g0004.hpc.itc.rwth-aachen.de",27,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,2,"fwd-n2-regP",-1,1,"2:65536","2:65536","2:65536",8714.07,8722.14,8723.72,8727.21,5.07625,8740.49,8724.77,5.11894,28.6025,28.646,28.6575,28.6627,0.0166719,28.6892,28.6541,0.0168053,30.7708,8717.66
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,1,"fwd-n1-alloc",-1,3,"1:1","1:1","1:1",10.486,10.8615,11.017,11.135,0.2735,13.319,11.0862,0.434545,0.28641,0.342586,0.346256,0.351213,0.00862673,0.36379,0.344574,0.0122637,0.371789,5.248
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,1,"fwd-n1-alloc",-1,3,"1:1","1:1","1:1",10.283,10.5813,10.7565,11.069,0.48775,19.498,11.4108,2.24535,0.195646,0.344637,0.354641,0.360515,0.0158785,0.370971,0.34266,0.0426211,0.380793,5.056
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,1,"fwd-n1-alloc",-1,3,"1:16384","1:16384","1:16384",1413.14,1415.13,1416.62,1418.17,3.03775,1423.47,1416.71,2.12298,43.9067,44.0709,44.1191,44.1655,0.0946034,44.2277,44.1165,0.0660621,47.3725,1410.35
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,1,"fwd-n1-alloc",-1,3,"1:16384","1:16384","1:16384",1545.92,1553.4,1554.81,1556.44,3.034,1565.62,1554.78,3.99006,39.9204,40.1559,40.1979,40.2343,0.0784297,40.4289,40.199,0.103167,43.1621,1548.64
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,1,"fwd-n1-alloc",-1,3,"1:65536","1:65536","1:65536",5624.18,5632.81,5636.16,5638.15,5.33925,5645.97,5635.58,4.07099,44.2794,44.3408,44.3564,44.3828,0.0420299,44.4509,44.3611,0.0320486,47.6274,5629.76
0,"n23g0004.hpc.itc.rwth-aachen.de",13,"12,13,14,15,16,17,18,19,20,21,22,23",1,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,1,"fwd-n1-alloc",-1,3,"1:65536","1:65536","1:65536",6166.29,6180.65,6184.13,6189.94,9.29025,6203.95,6184.77,7.51827,40.2969,40.3881,40.4261,40.4488,0.0607081,40.543,40.4219,0.0491309,43.4072,6177.39
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","H2D",50,2,"fwd-n2-alloc",-1,3,"2:1","2:1","2:1",10.416,10.9645,11.0725,11.1558,0.19125,13.438,11.1113,0.412812,0.283874,0.341949,0.34452,0.347913,0.00596452,0.366234,0.343739,0.0114571,0.369926,5.312
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",4096,"latency","D2H",50,2,"fwd-n2-alloc",-1,3,"2:1","2:1","2:1",10.394,10.61,10.8405,10.993,0.383,11.551,10.8216,0.261506,0.330248,0.347012,0.351893,0.35954,0.0125288,0.36701,0.352714,0.00847891,0.377842,5.12
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","H2D",50,2,"fwd-n2-alloc",-1,3,"2:16384","2:16384","2:16384",1612.31,1614.68,1616.64,1618.38,3.69025,1622.74,1616.84,2.32063,38.5151,38.619,38.6605,38.7072,0.0882609,38.7643,38.6556,0.0554606,41.5114,1610.54
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",67108864,"bandwidth","D2H",50,2,"fwd-n2-alloc",-1,3,"2:16384","2:16384","2:16384",2166.73,2173.6,2174.38,2175.53,1.93075,2177.65,2174.19,1.9264,28.7007,28.7287,28.7438,28.7542,0.025519,28.8453,28.7464,0.025499,30.8634,2167.92
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","H2D",50,2,"fwd-n2-alloc",-1,3,"2:65536","2:65536","2:65536",6424.69,6434.85,6437.07,6439.06,4.21125,6445.31,6436.61,3.89363,38.7879,38.8256,38.8375,38.851,0.0254092,38.9124,38.8404,0.0235046,41.7015,6430.77
0,"n23g0004.hpc.itc.rwth-aachen.de",26,"24,25,26,27,28,29,30,31,32,33,34,35",2,0,0000:1b:00.0,0,"OK",268435456,"bandwidth","D2H",50,2,"fwd-n2-alloc",-1,3,"2:65536","2:65536","2:65536",8639.42,8646.44,8649.09,8651.1,4.664,8656.38,8648.87,3.37473,28.8804,28.8981,28.9048,28.9136,0.015588,28.9371,28.9055,0.0112804,31.0363,8642.82
0,"n23g0004.hpc.itc.rwth-aachen.de",48,"48,49,50,51,52,53,54,55,56,57,58,59",4,2,0000:9d:00.0,4,"OK",4096,"latency","H2D",50,4,"fwd-n4-auto",-1,0,"4:1","4:1","4:1",10.28,10.8133,10.9375,11.0928,0.2795,13.554,10.979,0.464789,0.281444,0.343892,0.348772,0.35278,0.00888831,0.37108,0.348009,0.0131969,0.374491,5.28
0,"n23g0004.hpc.itc.rwth-aachen.de",48,"48,49,50,51,52,53,54,55,56,57,58,59",4,2,0000:9d:00.0,4,"OK",4096,"latency","D2H",50,4,"fwd-n4-auto",-1,0,"4:1","4:1","4:1",10.298,10.574,10.769,10.8985,0.3245,11.489,10.7573,0.252916,0.33203,0.35002,0.35423,0.360764,0.0107432,0.370431,0.354808,0.00825225,0.380351,5.12
0,"n23g0004.hpc.itc.rwth-aachen.de",48,"48,49,50,51,52,53,54,55,56,57,58,59",4,2,0000:9d:00.0,4,"OK",67108864,"bandwidth","H2D",50,4,"fwd-n4-auto",-1,0,"4:16384","4:16384","4:16384",1218,1218.84,1219.58,1219.89,1.05025,1222.09,1219.4,0.864797,51.1419,51.2343,51.2473,51.2784,0.0441476,51.3136,51.2548,0.0363369,55.0264,1213.55
