target_rank,target_host,sender_rank,sender_host,sender_cpu,sender_affinity,sender_ip,iface,payload_bytes,iters,lat_min_us,lat_p25_us,lat_median_us,lat_mean_us,lat_p75_us,lat_p95_us,lat_max_us
0,"n23m0123.hpc.itc.rwth-aachen.de",135,"r23m0124.hpc.itc.rwth-aachen.de",39,"39",134.61.44.214,"ib0",1024,20,3963.54,4055.05,4427.3,4367.91,4576.09,4767.71,4777.84
0,"n23m0123.hpc.itc.rwth-aachen.de",136,"r23m0124.hpc.itc.rwth-aachen.de",40,"40",134.61.44.214,"ib0",1024,20,3976.33,4061.54,4439.3,4385.26,4621.86,4784.94,4786.78
0,"n23m0123.hpc.itc.rwth-aachen.de",137,"r23m0124.hpc.itc.rwth-aachen.de",41,"41",134.61.44.214,"ib0",1024,20,3957.59,4084.8,4433.61,4393.08,4620.81,4798.2,4805.59
0,"n23m0123.hpc.itc.rwth-aachen.de",138,"r23m0124.hpc.itc.rwth-aachen.de",42,"42",134.61.44.214,"ib0",1024,20,3718.1,4089.55,4468.89,4394.59,4626.1,4806.94,4816
0,"n23m0123.hpc.itc.rwth-aachen.de",139,"r23m0124.hpc.itc.rwth-aachen.de",43,"43",134.61.44.214,"ib0",1024,20,4016.84,4113.14,4483.99,4430.92,4701.9,4819.78,4829.24
0,"n23m0123.hpc.itc.rwth-aachen.de",140,"r23m0124.hpc.itc.rwth-aachen.de",44,"44",134.61.44.214,"ib0",1024,20,4028.76,4115.98,4449.78,4421.83,4639.66,4837.23,4839.86
0,"n23m0123.hpc.itc.rwth-aachen.de",141,"r23m0124.hpc.itc.rwth-aachen.de",45,"45",134.61.44.214,"ib0",1024,20,4043.58,4133.24,4462.1,4447.72,4726.76,4844,4851.51
0,"n23m0123.hpc.itc.rwth-aachen.de",142,"r23m0124.hpc.itc.rwth-aachen.de",46,"46",134.61.44.214,"ib0",1024,20,4056.34,4139.25,4519.68,4466.19,4730.22,4863.29,4864.55
0,"n23m0123.hpc.itc.rwth-aachen.de",143,"r23m0124.hpc.itc.rwth-aachen.de",47,"47",134.61.44.214,"ib0",1024,20,4068.48,4252.77,4606.24,4512.49,4741.31,4877.65,4878.32
0,"n23m0123.hpc.itc.rwth-aachen.de",144,"r23m0124.hpc.itc.rwth-aachen.de",48,"48",134.61.44.214,"ib0",1024,20,3944.03,4249.16,4615.2,4508.3,4752.65,4887.79,4888.44
0,"n23m0123.hpc.itc.rwth-aachen.de",145,"r23m0124.hpc.itc.rwth-aachen.de",49,"49",134.61.44.214,"ib0",1024,20,4107.16,4280.99,4579.15,4526.97,4766.95,4900.13,4906.33
0,"n23m0123.hpc.itc.rwth-aachen.de",146,"r23m0124.hpc.itc.rwth-aachen.de",50,"50",134.61.44.214,"ib0",1024,20,3815.93,4287.02,4571.85,4516.74,4780.61,4916.51,4921.06
0,"n23m0123.hpc.itc.rwth-aachen.de",147,"r23m0124.hpc.itc.rwth-aachen.de",51,"51",134.61.44.214,"ib0",1024,20,3817.93,4208.54,4550.31,4506.41,4790.17,4923.7,4929.24
0,"n23m0123.hpc.itc.rwth-aachen.de",148,"r23m0124.hpc.itc.rwth-aachen.de",52,"52",134.61.44.214,"ib0",1024,20,4106.66,4211.99,4601.88,4540.96,4805.62,4941.91,4943.7
0,"n23m0123.hpc.itc.rwth-aachen.de",149,"r23m0124.hpc.itc.rwth-aachen.de",53,"53",134.61.44.214,"ib0",1024,20,4157.54,4336.73,4626.02,4585.5,4819.38,4958.45,4964.19
0,"n23m0123.hpc.itc.rwth-aachen.de",150,"r23m0124.hpc.itc.rwth-aachen.de",54,"54",134.61.44.214,"ib0",1024,20,4168.34,4393.85,4660.69,4611.62,4832.65,4962.21,4966.92
0,"n23m0123.hpc.itc.rwth-aachen.de",151,"r23m0124.hpc.itc.rwth-aachen.de",55,"55",134.61.44.214,"ib0",1024,20,4181.14,4411.32,4713.54,4635.61,4846.46,4975.23,4979.22
0,"n23m0123.hpc.itc.rwth-aachen.de",152,"r23m0124.hpc.itc.rwth-aachen.de",56,"56",134.61.44.214,"ib0",1024,20,4194.47,4419.82,4760.41,4657.57,4858.95,4995.41,5084.78
0,"n23m0123.hpc.itc.rwth-aachen.de",153,"r23m0124.hpc.itc.rwth-aachen.de",57,"57",134.61.44.214,"ib0",1024,20,4209.02,4408.35,4671.62,4637.75,4873.74,5006.17,5007.15
0,"n23m0123.hpc.itc.rwth-aachen.de",154,"r23m0124.hpc.itc.rwth-aachen.de",58,"58",134.61.44.214,"ib0",1024,20,4221.09,4446.47,4703.84,4657.25,4890.31,5017.38,5021.58
0,"n23m0123.hpc.itc.rwth-aachen.de",155,"r23m0124.hpc.itc.rwth-aachen.de",59,"59",134.61.44.214,"ib0",1024,20,4241.34,4466.4,4778.25,4697.54,4905.43,5042.81,5049.37
0,"n23m0123.hpc.itc.rwth-aachen.de",156,"r23m0124.hpc.itc.rwth-aachen.de",60,"60",134.61.44.214,"ib0",1024,20,4248.29,4472.13,4709.51,4683.26,4920.66,5044.94,5054.82
0,"n23m0123.hpc.itc.rwth-aachen.de",157,"r23m0124.hpc.itc.rwth-aachen.de",61,"61",134.61.44.214,"ib0",1024,20,4262.86,4454.86,4771.79,4699.53,4933.02,5063.22,5072.32
0,"n23m0123.hpc.itc.rwth-aachen.de",158,"r23m0124.hpc.itc.rwth-aachen.de",62,"62",134.61.44.214,"ib0",1024,20,4274.21,4504.05,4735.18,4715.76,4942.19,5073.65,5080.79
0,"n23m0123.hpc.itc.rwth-aachen.de",159,"r23m0124.hpc.itc.rwth-aachen.de",63,"63",134.61.44.214,"ib0",1024,20,4290.19,4520.94,4824.21,4745.37,4956.67,5089.18,5097.41
0,"n23m0123.hpc.itc.rwth-aachen.de",160,"r23m0124.hpc.itc.rwth-aachen.de",64,"64",134.61.44.214,"ib0",1024,20,4301.44,4527.97,4798.76,4752.08,4968.11,5099.35,5107.96
0,"n23m0123.hpc.itc.rwth-aachen.de",161,"r23m0124.hpc.itc.rwth-aachen.de",65,"65",134.61.44.214,"ib0",1024,20,4315.77,4543.82,4855.42,4773.89,4982.07,5113.81,5122.45
0,"n23m0123.hpc.itc.rwth-aachen.de",162,"r23m0124.hpc.itc.rwth-aachen.de",66,"66",134.61.44.214,"ib0",1024,20,4327.01,4555.08,4846.37,4769.17,4993.25,5125.83,5132.73
0,"n23m0123.hpc.itc.rwth-aachen.de",163,"r23m0124.hpc.itc.rwth-aachen.de",67,"67",134.61.44.214,"ib0",1024,20,4268.82,4527.31,4881.11,4778.78,5035.79,5140.74,5146.6
0,"n23m0123.hpc.itc.rwth-aachen.de",164,"r23m0124.hpc.itc.rwth-aachen.de",68,"68",134.61.44.214,"ib0",1024,20,4351.22,4576.05,4902.08,4818.54,5045.14,5146.69,5157.5
0,"n23m0123.hpc.itc.rwth-aachen.de",165,"r23m0124.hpc.itc.rwth-aachen.de",69,"69",134.61.44.214,"ib0",1024,20,4367.89,4597.95,4882.26,4820.92,5036.7,5161.46,5173.02
0,"n23m0123.hpc.itc.rwth-aachen.de",166,"r23m0124.hpc.itc.rwth-aachen.de",70,"70",134.61.44.214,"ib0",1024,20,4385.6,4601.41,4840.12,4820.6,5047.09,5177.27,5182.47
0,"n23m0123.hpc.itc.rwth-aachen.de",167,"r23m0124.hpc.itc.rwth-aachen.de",71,"71",134.61.44.214,"ib0",1024,20,4418.58,4718.83,4963.92,4903.42,5090.12,5217.99,5523.63
0,"n23m0123.hpc.itc.rwth-aachen.de",168,"r23m0124.hpc.itc.rwth-aachen.de",72,"72",134.61.44.214,"ib0",1024,20,4410.12,4772.14,4971.79,4901.04,5097.88,5209.62,5211.03
0,"n23m0123.hpc.itc.rwth-aachen.de",169,"r23m0124.hpc.itc.rwth-aachen.de",73,"73",134.61.44.214,"ib0",1024,20,4434.39,4798.27,4983.98,4918.58,5115.38,5224.36,5229.34
0,"n23m0123.hpc.itc.rwth-aachen.de",170,"r23m0124.hpc.itc.rwth-aachen.de",74,"74",134.61.44.214,"ib0",1024,20,4436.85,4680.44,4970.42,4908.72,5127.35,5237.7,5238.89
0,"n23m0123.hpc.itc.rwth-aachen.de",171,"r23m0124.hpc.itc.rwth-aachen.de",75,"75",134.61.44.214,"ib0",1024,20,4453.24,4816.47,5013.37,4947.3,5141.87,5253.39,5257.83
0,"n23m0123.hpc.itc.rwth-aachen.de",172,"r23m0124.hpc.itc.rwth-aachen.de",76,"76",134.61.44.214,"ib0",1024,20,4457.54,4805.61,5024.08,4952.19,5149.34,5260.21,5263.1
0,"n23m0123.hpc.itc.rwth-aachen.de",173,"r23m0124.hpc.itc.rwth-aachen.de",77,"77",134.61.44.214,"ib0",1024,20,4472.43,4807.68,5009.63,4953.06,5164.65,5275.54,5277.1
0,"n23m0123.hpc.itc.rwth-aachen.de",174,"r23m0124.hpc.itc.rwth-aachen.de",78,"78",134.61.44.214,"ib0",1024,20,4483.54,4846.88,5047.82,4984.04,5175.5,5286.96,5287.44
0,"n23m0123.hpc.itc.rwth-aachen.de",175,"r23m0124.hpc.itc.rwth-aachen.de",79,"79",134.61.44.214,"ib0",1024,20,3506.11,4861.93,5043.75,4928.22,5190.08,5301.66,5305.64
0,"n23m0123.hpc.itc.rwth-aachen.de",176,"r23m0124.hpc.itc.rwth-aachen.de",80,"80",134.61.44.214,"ib0",1024,20,4511.87,4842.96,5071.89,4998.78,5206.79,5309.73,5312.25
0,"n23m0123.hpc.itc.rwth-aachen.de",177,"r23m0124.hpc.itc.rwth-aachen.de",81,"81",134.61.44.214,"ib0",1024,20,4523.83,4887.15,5060.75,5013.04,5221.97,5325.03,5331.29
0,"n23m0123.hpc.itc.rwth-aachen.de",178,"r23m0124.hpc.itc.rwth-aachen.de",82,"82",134.61.44.214,"ib0",1024,20,4535.52,4777.58,5099.39,5024.73,5232.49,5341.06,5341.31
0,"n23m0123.hpc.itc.rwth-aachen.de",179,"r23m0124.hpc.itc.rwth-aachen.de",83,"83",134.61.44.214,"ib0",1024,20,4386.19,4787.27,5094.89,5010.87,5264.35,5359.39,5378.53
0,"n23m0123.hpc.itc.rwth-aachen.de",180,"r23m0124.hpc.itc.rwth-aachen.de",84,"84",134.61.44.214,"ib0",1024,20,4561.2,4924.69,5122.97,5062.35,5261.8,5368.6,5381.25
0,"n23m0123.hpc.itc.rwth-aachen.de",181,"r23m0124.hpc.itc.rwth-aachen.de",85,"85",134.61.44.214,"ib0",1024,20,4577.42,4917.42,5113.56,5060.27,5273.9,5382.76,5382.79
0,"n23m0123.hpc.itc.rwth-aachen.de",182,"r23m0124.hpc.itc.rwth-aachen.de",86,"86",134.61.44.214,"ib0",1024,20,4584.15,4929.8,5144.47,5074.64,5280.83,5389.19,5389.42
0,"n23m0123.hpc.itc.rwth-aachen.de",183,"r23m0124.hpc.itc.rwth-aachen.de",87,"87",134.61.44.214,"ib0",1024,20,4599.73,4945.95,5159.19,5089.51,5293.31,5402.96,5408.01
0,"n23m0123.hpc.itc.rwth-aachen.de",184,"r23m0124.hpc.itc.rwth-aachen.de",88,"88",134.61.44.214,"ib0",1024,20,4617.45,4972.99,5156.22,5108.08,5308.11,5416.7,5423.94
0,"n23m0123.hpc.itc.rwth-aachen.de",185,"r23m0124.hpc.itc.rwth-aachen.de",89,"89",134.61.44.214,"ib0",1024,20,4624.72,4982.54,5185.72,5120.18,5318.87,5423.3,5433.98
0,"n23m0123.hpc.itc.rwth-aachen.de",186,"r23m0124.hpc.itc.rwth-aachen.de",90,"90",134.61.44.214,"ib0",1024,20,4641.05,4885.33,5105.07,5103.66,5332.89,5444.22,5448.19
0,"n23m0123.hpc.itc.rwth-aachen.de",187,"r23m0124.hpc.itc.rwth-aachen.de",91,"91",134.61.44.214,"ib0",1024,20,4652.22,5008.3,5211.66,5145.35,5344.08,5454.2,5458.9
0,"n23m0123.hpc.itc.rwth-aachen.de",188,"r23m0124.hpc.itc.rwth-aachen.de",92,"92",134.61.44.214,"ib0",1024,20,4662.11,5022.4,5221.64,5153.06,5356.22,5457.82,5472.54
0,"n23m0123.hpc.itc.rwth-aachen.de",189,"r23m0124.hpc.itc.rwth-aachen.de",93,"93",134.61.44.214,"ib0",1024,20,4682.46,5032.35,5210.46,5158.16,5368.38,5472.47,5483.18
0,"n23m0123.hpc.itc.rwth-aachen.de",190,"r23m0124.hpc.itc.rwth-aachen.de",94,"94",134.61.44.214,"ib0",1024,20,4694.61,5034.54,5235.1,5175.16,5382.03,5485.25,5496.5
0,"n23m0123.hpc.itc.rwth-aachen.de",191,"r23m0124.hpc.itc.rwth-aachen.de",95,"95",134.61.44.214,"ib0",1024,20,4709.65,5063.81,5262.62,5194.79,5384.52,5507.69,5513.59
0,"n23m0123.hpc.itc.rwth-aachen.de",1,"n23m0123.hpc.itc.rwth-aachen.de",1,"1",134.61.45.208,"ib0",4096,20,4928.67,5257.55,5506.25,5527.47,5582.99,5892.93,7806.61
0,"n23m0123.hpc.itc.rwth-aachen.de",2,"n23m0123.hpc.itc.rwth-aachen.de",2,"2",134.61.45.208,"ib0",4096,20,4913.1,5242.82,5491.17,5512.59,5569.1,5878.66,7790.74
0,"n23m0123.hpc.itc.rwth-aachen.de",3,"n23m0123.hpc.itc.rwth-aachen.de",3,"3",134.61.45.208,"ib0",4096,20,4901.75,5231.18,5479.26,5500.05,5555.74,5866.64,7779.41
0,"n23m0123.hpc.itc.rwth-aachen.de",4,"n23m0123.hpc.itc.rwth-aachen.de",4,"4",134.61.45.208,"ib0",4096,20,4883.22,5215.8,5465.02,5484.4,5540.04,5849.19,7760.82
0,"n23m0123.hpc.itc.rwth-aachen.de",5,"n23m0123.hpc.itc.rwth-aachen.de",5,"5",134.61.45.208,"ib0",4096,20,4871.39,5202.47,5452.88,5471.57,5529.59,5835.78,7743.91
0,"n23m0123.hpc.itc.rwth-aachen.de",6,"n23m0123.hpc.itc.rwth-aachen.de",6,"6",134.61.45.208,"ib0",4096,20,1917.44,1967.81,2018.72,2126.17,2214.19,2538.26,2640.28
0,"n23m0123.hpc.itc.rwth-aachen.de",7,"n23m0123.hpc.itc.rwth-aachen.de",7,"7",134.61.45.208,"ib0",4096,20,1937.94,1986.88,2038.78,2129.11,2232.94,2487.48,2553.36
0,"n23m0123.hpc.itc.rwth-aachen.de",8,"n23m0123.hpc.itc.rwth-aachen.de",8,"8",134.61.45.208,"ib0",4096,20,1949.81,1999.18,2052.25,2139,2234.24,2500.58,2566.13
0,"n23m0123.hpc.itc.rwth-aachen.de",9,"n23m0123.hpc.itc.rwth-aachen.de",9,"9",134.61.45.208,"ib0",4096,20,1964.09,2015.28,2071.34,2183.97,2259.67,2586.06,2902.61
0,"n23m0123.hpc.itc.rwth-aachen.de",10,"n23m0123.hpc.itc.rwth-aachen.de",10,"10",134.61.45.208,"ib0",4096,20,1979.16,2026.76,2080.54,2168.99,2271.04,2527.68,2582.51
0,"n23m0123.hpc.itc.rwth-aachen.de",11,"n23m0123.hpc.itc.rwth-aachen.de",11,"11",134.61.45.208,"ib0",4096,20,1992.01,2042.45,2098.09,2211.47,2285.22,2623.34,2920.11
0,"n23m0123.hpc.itc.rwth-aachen.de",12,"n23m0123.hpc.itc.rwth-aachen.de",12,"12",134.61.45.208,"ib0",4096,20,2002.99,2058.28,2112.55,2224.16,2296.3,2636.77,2942.87
0,"n23m0123.hpc.itc.rwth-aachen.de",13,"n23m0123.hpc.itc.rwth-aachen.de",13,"13",134.61.45.208,"ib0",4096,20,2019.39,2074.97,2128.92,2239.91,2311.59,2651.07,2959.16
0,"n23m0123.hpc.itc.rwth-aachen.de",14,"n23m0123.hpc.itc.rwth-aachen.de",14,"14",134.61.45.208,"ib0",4096,20,2032.33,2086.94,2141.97,2227.46,2323.93,2583.03,2647.24
0,"n23m0123.hpc.itc.rwth-aachen.de",15,"n23m0123.hpc.itc.rwth-aachen.de",15,"15",134.61.45.208,"ib0",4096,20,2039.81,2102.21,2157.3,2239.05,2333.91,2598.93,2661.99
0,"n23m0123.hpc.itc.rwth-aachen.de",16,"n23m0123.hpc.itc.rwth-aachen.de",16,"16",134.61.45.208,"ib0",4096,20,2064.81,2113.64,2171.87,2277.96,2346.59,2690.09,3000.91
0,"n23m0123.hpc.itc.rwth-aachen.de",17,"n23m0123.hpc.itc.rwth-aachen.de",17,"17",134.61.45.208,"ib0",4096,20,2077.68,2129.19,2186.19,2297.06,2365.52,2704.85,3016.97
0,"n23m0123.hpc.itc.rwth-aachen.de",18,"n23m0123.hpc.itc.rwth-aachen.de",18,"18",134.61.45.208,"ib0",4096,20,2090.37,2141.2,2199.56,2309.95,2378.64,2717.99,3030.59
0,"n23m0123.hpc.itc.rwth-aachen.de",19,"n23m0123.hpc.itc.rwth-aachen.de",19,"19",134.61.45.208,"ib0",4096,20,2104.88,2156.16,2214.89,2324.8,2393.55,2731.72,3045.59
0,"n23m0123.hpc.itc.rwth-aachen.de",20,"n23m0123.hpc.itc.rwth-aachen.de",20,"20",134.61.45.208,"ib0",4096,20,2118.72,2169.01,2259.16,2495.18,2512.08,3020.25,5486.29
0,"n23m0123.hpc.itc.rwth-aachen.de",21,"n23m0123.hpc.itc.rwth-aachen.de",21,"21",134.61.45.208,"ib0",4096,20,2137.95,2185.61,2277.11,2388.13,2528.4,2859.11,3076.1
0,"n23m0123.hpc.itc.rwth-aachen.de",22,"n23m0123.hpc.itc.rwth-aachen.de",22,"22",134.61.45.208,"ib0",4096,20,2149.15,2199.21,2288.54,2391.08,2541.01,2863.68,2878.5
0,"n23m0123.hpc.itc.rwth-aachen.de",23,"n23m0123.hpc.itc.rwth-aachen.de",23,"23",134.61.45.208,"ib0",4096,20,2165.17,2218.58,2308.7,2418.24,2556.23,2890.47,3105.02
0,"n23m0123.hpc.itc.rwth-aachen.de",24,"n23m0123.hpc.itc.rwth-aachen.de",24,"24",134.61.45.208,"ib0",4096,20,2179.16,2234.49,2323.78,2432.57,2569.7,2904.41,3122.89
0,"n23m0123.hpc.itc.rwth-aachen.de",25,"n23m0123.hpc.itc.rwth-aachen.de",25,"25",134.61.45.208,"ib0",4096,20,2196.72,2251.3,2340.52,2449.79,2586.11,2921.48,3141.11
0,"n23m0123.hpc.itc.rwth-aachen.de",26,"n23m0123.hpc.itc.rwth-aachen.de",26,"26",134.61.45.208,"ib0",4096,20,2210.93,2268.55,2355.15,2464.38,2599.65,2934.07,3154.66
0,"n23m0123.hpc.itc.rwth-aachen.de",27,"n23m0123.hpc.itc.rwth-aachen.de",27,"27",134.61.45.208,"ib0",4096,20,2153.07,2272.85,2344.96,2429.27,2510.99,2840.45,2938.57
0,"n23m0123.hpc.itc.rwth-aachen.de",28,"n23m0123.hpc.itc.rwth-aachen.de",28,"28",134.61.45.208,"ib0",4096,20,2239.75,2297.3,2384.61,2493.87,2630.88,2962.87,3186.12
0,"n23m0123.hpc.itc.rwth-aachen.de",29,"n23m0123.hpc.itc.rwth-aachen.de",29,"29",134.61.45.208,"ib0",4096,20,2255.64,2313.21,2401.02,2510.43,2644.98,2977.91,3202.91
0,"n23m0123.hpc.itc.rwth-aachen.de",30,"n23m0123.hpc.itc.rwth-aachen.de",30,"30",134.61.45.208,"ib0",4096,20,2269.38,2326.46,2414.93,2494.52,2633.33,2885.34,2979.48
0,"n23m0123.hpc.itc.rwth-aachen.de",31,"n23m0123.hpc.itc.rwth-aachen.de",31,"31",134.61.45.208,"ib0",4096,20,1325.86,2333.82,2405.42,2473.53,2591.94,3005.88,3232.65
0,"n23m0123.hpc.itc.rwth-aachen.de",32,"n23m0123.hpc.itc.rwth-aachen.de",32,"32",134.61.45.208,"ib0",4096,20,2283.56,2336.76,2427.17,2533.19,2672.58,2995.67,3186.68
0,"n23m0123.hpc.itc.rwth-aachen.de",33,"n23m0123.hpc.itc.rwth-aachen.de",33,"33",134.61.45.208,"ib0",4096,20,2301.93,2358.46,2446.37,2551.17,2692.58,3013.9,3178.66
0,"n23m0123.hpc.itc.rwth-aachen.de",34,"n23m0123.hpc.itc.rwth-aachen.de",34,"34",134.61.45.208,"ib0",4096,20,1598.24,2360.88,2432.05,2482.71,2593.88,2930.77,3014.05
0,"n23m0123.hpc.itc.rwth-aachen.de",35,"n23m0123.hpc.itc.rwth-aachen.de",35,"35",134.61.45.208,"ib0",4096,20,2333.68,2383.99,2450.32,2538.01,2612.98,2946.64,3034.01
0,"n23m0123.hpc.itc.rwth-aachen.de",36,"n23m0123.hpc.itc.rwth-aachen.de",36,"36",134.61.45.208,"ib0",4096,20,2348.06,2401.03,2488.96,2594.04,2731.52,3053.69,3249.67
0,"n23m0123.hpc.itc.rwth-aachen.de",37,"n23m0123.hpc.itc.rwth-aachen.de",37,"37",134.61.45.208,"ib0",4096,20,2365.73,2419.34,2509.83,2608.18,2750.59,3068,3171.29
0,"n23m0123.hpc.itc.rwth-aachen.de",38,"n23m0123.hpc.itc.rwth-aachen.de",38,"38",134.61.45.208,"ib0",4096,20,2294.76,2428.37,2494.84,2576.79,2652.75,2991.66,3071.97
0,"n23m0123.hpc.itc.rwth-aachen.de",39,"n23m0123.hpc.itc.rwth-aachen.de",39,"39",134.61.45.208,"ib0",4096,20,2392.69,2452.55,2543.33,2620.58,2774.92,3009.35,3095.42
0,"n23m0123.hpc.itc.rwth-aachen.de",40,"n23m0123.hpc.itc.rwth-aachen.de",40,"40",134.61.45.208,"ib0",4096,20,2412.21,2464.07,2555.26,2632.19,2779.07,3022.3,3105.33
0,"n23m0123.hpc.itc.rwth-aachen.de",41,"n23m0123.hpc.itc.rwth-aachen.de",41,"41",134.61.45.208,"ib0",4096,20,2371.22,2478.16,2548.62,2630.89,2705.78,3042.38,3129.48
0,"n23m0123.hpc.itc.rwth-aachen.de",42,"n23m0123.hpc.itc.rwth-aachen.de",42,"42",134.61.45.208,"ib0",4096,20,2120.31,2488.51,2559.56,2628.71,2715.11,3054.05,3135.33
0,"n23m0123.hpc.itc.rwth-aachen.de",43,"n23m0123.hpc.itc.rwth-aachen.de",43,"43",134.61.45.208,"ib0",4096,20,2324.87,2509.06,2577.12,2657.46,2735.04,3072.69,3158.23
0,"n23m0123.hpc.itc.rwth-aachen.de",44,"n23m0123.hpc.itc.rwth-aachen.de",44,"44",134.61.45.208,"ib0",4096,20,2476.68,2524.71,2620.04,2723.02,2853.79,3181.17,3412.63
0,"n23m0123.hpc.itc.rwth-aachen.de",45,"n23m0123.hpc.itc.rwth-aachen.de",45,"45",134.61.45.208,"ib0",4096,20,2305.23,2540.09,2607.97,2685.43,2763.2,3099.91,3190.45
0,"n23m0123.hpc.itc.rwth-aachen.de",46,"n23m0123.hpc.itc.rwth-aachen.de",46,"46",134.61.45.208,"ib0",4096,20,2513.91,2555,2649.44,2719.68,2792.19,3114,3199.25
0,"n23m0123.hpc.itc.rwth-aachen.de",47,"n23m0123.hpc.itc.rwth-aachen.de",47,"47",134.61.45.208,"ib0",4096,20,2518.48,2572.99,2668.19,2740.23,2857.69,3129.61,3214.95
0,"n23m0123.hpc.itc.rwth-aachen.de",48,"n23m0123.hpc.itc.rwth-aachen.de",48,"48",134.61.45.208,"ib0",4096,20,2551.1,2587.4,2681.49,2786.97,2922.22,3235.62,3479.64
0,"n23m0123.hpc.itc.rwth-aachen.de",49,"n23m0123.hpc.itc.rwth-aachen.de",49,"49",134.61.45.208,"ib0",4096,20,2331.8,2611.28,2680.28,2753.08,2833.52,3169.97,3260.58
0,"n23m0123.hpc.itc.rwth-aachen.de",50,"n23m0123.hpc.itc.rwth-aachen.de",50,"50",134.61.45.208,"ib0",4096,20,2579.19,2624.23,2716.18,2819.5,2951.83,3283.84,3449.91
0,"n23m0123.hpc.itc.rwth-aachen.de",51,"n23m0123.hpc.itc.rwth-aachen.de",51,"51",134.61.45.208,"ib0",4096,20,2584.77,2644.53,2740.79,2828.56,2967.56,3246.98,3294.01
0,"n23m0123.hpc.itc.rwth-aachen.de",52,"n23m0123.hpc.itc.rwth-aachen.de",52,"52",134.61.45.208,"ib0",4096,20,2598.42,2666.13,2761.72,2847.86,2994.28,3264.74,3309.09
0,"n23m0123.hpc.itc.rwth-aachen.de",53,"n23m0123.hpc.itc.rwth-aachen.de",53,"53",134.61.45.208,"ib0",4096,20,2460.07,2682.24,2759.59,2830.73,2908.7,3245.52,3331.21
0,"n23m0123.hpc.itc.rwth-aachen.de",54,"n23m0123.hpc.itc.rwth-aachen.de",54,"54",134.61.45.208,"ib0",4096,20,2655.25,2705.31,2833.26,3035.72,3104.15,3475.16,5646.96
0,"n23m0123.hpc.itc.rwth-aachen.de",55,"n23m0123.hpc.itc.rwth-aachen.de",55,"55",134.61.45.208,"ib0",4096,20,2631.47,2723.24,2820.41,2897.31,3053.71,3280.31,3364.15
0,"n23m0123.hpc.itc.rwth-aachen.de",56,"n23m0123.hpc.itc.rwth-aachen.de",56,"56",134.61.45.208,"ib0",4096,20,2688.96,2732.18,2874.63,2922.02,3064.21,3293.46,3379.82
0,"n23m0123.hpc.itc.rwth-aachen.de",57,"n23m0123.hpc.itc.rwth-aachen.de",57,"57",134.61.45.208,"ib0",4096,20,2714.18,2769.83,2898.01,2986.42,3168.6,3416.06,3650.27
0,"n23m0123.hpc.itc.rwth-aachen.de",58,"n23m0123.hpc.itc.rwth-aachen.de",58,"58",134.61.45.208,"ib0",4096,20,2728.19,2780.07,2904.82,2985.85,3188.01,3416.62,3456.72
0,"n23m0123.hpc.itc.rwth-aachen.de",59,"n23m0123.hpc.itc.rwth-aachen.de",59,"59",134.61.45.208,"ib0",4096,20,2749.56,2808.6,2935.63,3023.96,3209.02,3450.18,3679.5
0,"n23m0123.hpc.itc.rwth-aachen.de",60,"n23m0123.hpc.itc.rwth-aachen.de",60,"60",134.61.45.208,"ib0",4096,20,2759.79,2815.27,2915.65,2988.61,3134.43,3379.76,3447.38
0,"n23m0123.hpc.itc.rwth-aachen.de",61,"n23m0123.hpc.itc.rwth-aachen.de",61,"61",134.61.45.208,"ib0",4096,20,2777.05,2837.43,2970.07,3057.97,3242.68,3478.9,3724.25
0,"n23m0123.hpc.itc.rwth-aachen.de",62,"n23m0123.hpc.itc.rwth-aachen.de",62,"62",134.61.45.208,"ib0",4096,20,2799,2859.49,2993.08,3077.38,3257.2,3499.35,3744.83
0,"n23m0123.hpc.itc.rwth-aachen.de",63,"n23m0123.hpc.itc.rwth-aachen.de",63,"63",134.61.45.208,"ib0",4096,20,2810.45,2885.08,3017.86,3096.94,3277.92,3503.71,3769.09
0,"n23m0123.hpc.itc.rwth-aachen.de",64,"n23m0123.hpc.itc.rwth-aachen.de",64,"64",134.61.45.208,"ib0",4096,20,2897.7,2936.72,3078.84,3162.77,3358.44,3556.32,3801.38
0,"n23m0123.hpc.itc.rwth-aachen.de",65,"n23m0123.hpc.itc.rwth-aachen.de",65,"65",134.61.45.208,"ib0",4096,20,2912.5,2958.82,3099.92,3183.06,3381.63,3574.08,3822.68
0,"n23m0123.hpc.itc.rwth-aachen.de",66,"n23m0123.hpc.itc.rwth-aachen.de",66,"66",134.61.45.208,"ib0",4096,20,2929.14,2975.98,3118.68,3201.24,3400.07,3591.91,3840.54
0,"n23m0123.hpc.itc.rwth-aachen.de",67,"n23m0123.hpc.itc.rwth-aachen.de",67,"67",134.61.45.208,"ib0",4096,20,2953.81,2994.74,3138.01,3221.98,3421.12,3613.75,3861.02
0,"n23m0123.hpc.itc.rwth-aachen.de",68,"n23m0123.hpc.itc.rwth-aachen.de",68,"68",134.61.45.208,"ib0",4096,20,2975.61,3014.46,3155.77,3205.1,3391.8,3561.49,3619.87
0,"n23m0123.hpc.itc.rwth-aachen.de",69,"n23m0123.hpc.itc.rwth-aachen.de",69,"69",134.61.45.208,"ib0",4096,20,3000.04,3033.03,3174.41,3262.31,3456.56,3653.38,3899.16
