target_rank,target_host,sender_rank,sender_host,sender_cpu,sender_affinity,payload_bytes,iters,lat_min_us,lat_p25_us,lat_median_us,lat_mean_us,lat_p75_us,lat_p95_us,lat_max_us
0,"n23m0123.hpc.itc.rwth-aachen.de",131,"r23m0124.hpc.itc.rwth-aachen.de",35,"35",4096,20,0.31,0.4675,0.5165,0.50165,0.53625,0.59635,0.717
0,"n23m0123.hpc.itc.rwth-aachen.de",132,"r23m0124.hpc.itc.rwth-aachen.de",36,"36",4096,20,0.252,0.31475,0.3275,0.36915,0.44525,0.50025,0.505
0,"n23m0123.hpc.itc.rwth-aachen.de",133,"r23m0124.hpc.itc.rwth-aachen.de",37,"37",4096,20,0.261,0.28875,0.3065,0.3249,0.34275,0.4232,0.465
0,"n23m0123.hpc.itc.rwth-aachen.de",134,"r23m0124.hpc.itc.rwth-aachen.de",38,"38",4096,20,0.296,0.42825,0.5895,0.61125,0.6385,1.10785,1.238
0,"n23m0123.hpc.itc.rwth-aachen.de",135,"r23m0124.hpc.itc.rwth-aachen.de",39,"39",4096,20,0.256,0.2905,0.359,0.39795,0.4985,0.6251,0.627
0,"n23m0123.hpc.itc.rwth-aachen.de",136,"r23m0124.hpc.itc.rwth-aachen.de",40,"40",4096,20,0.28,0.86325,0.9695,0.85995,1.02075,1.1144,1.35
0,"n23m0123.hpc.itc.rwth-aachen.de",137,"r23m0124.hpc.itc.rwth-aachen.de",41,"41",4096,20,0.269,0.31075,0.5405,0.57005,0.7155,1.0712,1.151
0,"n23m0123.hpc.itc.rwth-aachen.de",138,"r23m0124.hpc.itc.rwth-aachen.de",42,"42",4096,20,0.269,0.3285,0.4445,0.4273,0.475,0.6162,0.62
0,"n23m0123.hpc.itc.rwth-aachen.de",139,"r23m0124.hpc.itc.rwth-aachen.de",43,"43",4096,20,0.256,0.2955,0.383,0.42685,0.44925,0.7806,1.191
0,"n23m0123.hpc.itc.rwth-aachen.de",140,"r23m0124.hpc.itc.rwth-aachen.de",44,"44",4096,20,0.272,0.313,0.3935,0.42315,0.54675,0.5802,0.698
0,"n23m0123.hpc.itc.rwth-aachen.de",141,"r23m0124.hpc.itc.rwth-aachen.de",45,"45",4096,20,0.25,0.28775,0.335,0.3571,0.41475,0.4686,0.537
0,"n23m0123.hpc.itc.rwth-aachen.de",142,"r23m0124.hpc.itc.rwth-aachen.de",46,"46",4096,20,0.264,0.29825,0.3305,0.46125,0.45325,0.9891,1.029
0,"n23m0123.hpc.itc.rwth-aachen.de",143,"r23m0124.hpc.itc.rwth-aachen.de",47,"47",4096,20,0.28,0.2975,0.322,0.3397,0.385,0.42365,0.436
0,"n23m0123.hpc.itc.rwth-aachen.de",144,"r23m0124.hpc.itc.rwth-aachen.de",48,"48",4096,20,0.288,0.341,0.3805,0.37765,0.41075,0.47135,0.478
0,"n23m0123.hpc.itc.rwth-aachen.de",145,"r23m0124.hpc.itc.rwth-aachen.de",49,"49",4096,20,0.265,0.337,0.3545,0.3651,0.38625,0.4778,0.493
0,"n23m0123.hpc.itc.rwth-aachen.de",146,"r23m0124.hpc.itc.rwth-aachen.de",50,"50",4096,20,0.27,0.301,0.3605,0.3527,0.38025,0.4224,0.506
0,"n23m0123.hpc.itc.rwth-aachen.de",147,"r23m0124.hpc.itc.rwth-aachen.de",51,"51",4096,20,0.286,0.3135,0.3605,0.36185,0.38975,0.4525,0.538
0,"n23m0123.hpc.itc.rwth-aachen.de",148,"r23m0124.hpc.itc.rwth-aachen.de",52,"52",4096,20,0.293,0.322,0.3555,0.3569,0.3775,0.4368,0.452
0,"n23m0123.hpc.itc.rwth-aachen.de",149,"r23m0124.hpc.itc.rwth-aachen.de",53,"53",4096,20,0.253,0.32025,0.3625,0.361,0.38675,0.5085,0.518
0,"n23m0123.hpc.itc.rwth-aachen.de",150,"r23m0124.hpc.itc.rwth-aachen.de",54,"54",4096,20,0.285,0.3415,0.3735,0.3671,0.39475,0.4323,0.438
0,"n23m0123.hpc.itc.rwth-aachen.de",151,"r23m0124.hpc.itc.rwth-aachen.de",55,"55",4096,20,0.289,0.36675,0.401,0.3943,0.4255,0.4785,0.488
0,"n23m0123.hpc.itc.rwth-aachen.de",152,"r23m0124.hpc.itc.rwth-aachen.de",56,"56",4096,20,0.261,0.3455,0.3805,0.37885,0.41,0.45875,0.492
0,"n23m0123.hpc.itc.rwth-aachen.de",153,"r23m0124.hpc.itc.rwth-aachen.de",57,"57",4096,20,0.288,0.3575,0.3875,0.378,0.4165,0.4311,0.471
0,"n23m0123.hpc.itc.rwth-aachen.de",154,"r23m0124.hpc.itc.rwth-aachen.de",58,"58",4096,20,0.308,0.345,0.3675,0.37135,0.39475,0.43715,0.459
0,"n23m0123.hpc.itc.rwth-aachen.de",155,"r23m0124.hpc.itc.rwth-aachen.de",59,"59",4096,20,0.281,0.3555,0.375,0.38545,0.40925,0.51485,0.55
0,"n23m0123.hpc.itc.rwth-aachen.de",156,"r23m0124.hpc.itc.rwth-aachen.de",60,"60",4096,20,0.292,0.32375,0.3505,0.34715,0.3615,0.3837,0.397
0,"n23m0123.hpc.itc.rwth-aachen.de",157,"r23m0124.hpc.itc.rwth-aachen.de",61,"61",4096,20,0.271,0.295,0.363,0.34815,0.38225,0.43845,0.485
0,"n23m0123.hpc.itc.rwth-aachen.de",158,"r23m0124.hpc.itc.rwth-aachen.de",62,"62",4096,20,0.284,0.316,0.347,0.3502,0.37725,0.4445,0.454
0,"n23m0123.hpc.itc.rwth-aachen.de",159,"r23m0124.hpc.itc.rwth-aachen.de",63,"63",4096,20,0.278,0.33425,0.3565,0.3601,0.38475,0.444,0.501
0,"n23m0123.hpc.itc.rwth-aachen.de",160,"r23m0124.hpc.itc.rwth-aachen.de",64,"64",4096,20,0.257,0.29475,0.3255,0.3325,0.365,0.4255,0.435
0,"n23m0123.hpc.itc.rwth-aachen.de",161,"r23m0124.hpc.itc.rwth-aachen.de",65,"65",4096,20,0.256,0.28,0.3215,0.3263,0.3565,0.41145,0.439
0,"n23m0123.hpc.itc.rwth-aachen.de",162,"r23m0124.hpc.itc.rwth-aachen.de",66,"66",4096,20,0.26,0.2715,0.289,0.3086,0.34675,0.37585,0.43
0,"n23m0123.hpc.itc.rwth-aachen.de",163,"r23m0124.hpc.itc.rwth-aachen.de",67,"67",4096,20,0.259,0.3115,0.353,0.3463,0.37375,0.40275,0.436
0,"n23m0123.hpc.itc.rwth-aachen.de",164,"r23m0124.hpc.itc.rwth-aachen.de",68,"68",4096,20,0.278,0.2915,0.303,0.3347,0.3515,0.41905,0.61
0,"n23m0123.hpc.itc.rwth-aachen.de",165,"r23m0124.hpc.itc.rwth-aachen.de",69,"69",4096,20,0.26,0.28525,0.356,0.33405,0.37725,0.40045,0.428
0,"n23m0123.hpc.itc.rwth-aachen.de",166,"r23m0124.hpc.itc.rwth-aachen.de",70,"70",4096,20,0.242,0.2705,0.299,0.3141,0.334,0.41815,0.421
0,"n23m0123.hpc.itc.rwth-aachen.de",167,"r23m0124.hpc.itc.rwth-aachen.de",71,"71",4096,20,0.272,0.29075,0.3455,0.34875,0.40075,0.4283,0.434
0,"n23m0123.hpc.itc.rwth-aachen.de",168,"r23m0124.hpc.itc.rwth-aachen.de",72,"72",4096,20,0.26,0.278,0.3,0.31535,0.33225,0.4002,0.48
0,"n23m0123.hpc.itc.rwth-aachen.de",169,"r23m0124.hpc.itc.rwth-aachen.de",73,"73",4096,20,0.259,0.27375,0.2985,0.3161,0.36875,0.38285,0.399
0,"n23m0123.hpc.itc.rwth-aachen.de",170,"r23m0124.hpc.itc.rwth-aachen.de",74,"74",4096,20,0.279,0.29625,0.327,0.33335,0.356,0.40515,0.408
0,"n23m0123.hpc.itc.rwth-aachen.de",171,"r23m0124.hpc.itc.rwth-aachen.de",75,"75",4096,20,0.264,0.29275,0.3235,0.33775,0.3585,0.4337,0.504
0,"n23m0123.hpc.itc.rwth-aachen.de",172,"r23m0124.hpc.itc.rwth-aachen.de",76,"76",4096,20,0.258,0.27425,0.29,0.32565,0.35625,0.49865,0.549
0,"n23m0123.hpc.itc.rwth-aachen.de",173,"r23m0124.hpc.itc.rwth-aachen.de",77,"77",4096,20,0.254,0.2655,0.282,0.30885,0.3425,0.4089,0.426
0,"n23m0123.hpc.itc.rwth-aachen.de",174,"r23m0124.hpc.itc.rwth-aachen.de",78,"78",4096,20,0.263,0.276,0.2955,0.32545,0.36425,0.42245,0.602
0,"n23m0123.hpc.itc.rwth-aachen.de",175,"r23m0124.hpc.itc.rwth-aachen.de",79,"79",4096,20,0.261,0.2795,0.322,0.32335,0.343,0.3955,0.462
0,"n23m0123.hpc.itc.rwth-aachen.de",176,"r23m0124.hpc.itc.rwth-aachen.de",80,"80",4096,20,0.271,0.3095,0.3165,0.33285,0.36125,0.39045,0.456
0,"n23m0123.hpc.itc.rwth-aachen.de",177,"r23m0124.hpc.itc.rwth-aachen.de",81,"81",4096,20,0.264,0.2755,0.3125,0.32775,0.3525,0.43605,0.494
0,"n23m0123.hpc.itc.rwth-aachen.de",178,"r23m0124.hpc.itc.rwth-aachen.de",82,"82",4096,20,0.256,0.28275,0.319,0.31625,0.34075,0.3873,0.393
0,"n23m0123.hpc.itc.rwth-aachen.de",179,"r23m0124.hpc.itc.rwth-aachen.de",83,"83",4096,20,0.262,0.27525,0.3005,0.3188,0.349,0.3967,0.505
0,"n23m0123.hpc.itc.rwth-aachen.de",180,"r23m0124.hpc.itc.rwth-aachen.de",84,"84",4096,20,0.264,0.2925,0.312,0.3273,0.36025,0.41265,0.463
0,"n23m0123.hpc.itc.rwth-aachen.de",181,"r23m0124.hpc.itc.rwth-aachen.de",85,"85",4096,20,0.257,0.26775,0.2875,0.3054,0.3235,0.3714,0.455
0,"n23m0123.hpc.itc.rwth-aachen.de",182,"r23m0124.hpc.itc.rwth-aachen.de",86,"86",4096,20,0.262,0.3015,0.3075,0.3422,0.367,0.46025,0.655
0,"n23m0123.hpc.itc.rwth-aachen.de",183,"r23m0124.hpc.itc.rwth-aachen.de",87,"87",4096,20,0.263,0.27075,0.302,0.3169,0.35625,0.41755,0.447
0,"n23m0123.hpc.itc.rwth-aachen.de",184,"r23m0124.hpc.itc.rwth-aachen.de",88,"88",4096,20,0.261,0.28275,0.3075,0.3226,0.37375,0.39655,0.407
0,"n23m0123.hpc.itc.rwth-aachen.de",185,"r23m0124.hpc.itc.rwth-aachen.de",89,"89",4096,20,0.262,0.29425,0.3235,0.3819,0.46875,0.58275,0.616
0,"n23m0123.hpc.itc.rwth-aachen.de",186,"r23m0124.hpc.itc.rwth-aachen.de",90,"90",4096,20,0.253,0.2715,0.2895,0.3204,0.3575,0.4144,0.46
0,"n23m0123.hpc.itc.rwth-aachen.de",187,"r23m0124.hpc.itc.rwth-aachen.de",91,"91",4096,20,0.271,0.29875,0.357,0.3619,0.41475,0.4625,0.491
0,"n23m0123.hpc.itc.rwth-aachen.de",188,"r23m0124.hpc.itc.rwth-aachen.de",92,"92",4096,20,0.257,0.27625,0.2925,0.3223,0.37125,0.4535,0.482
0,"n23m0123.hpc.itc.rwth-aachen.de",189,"r23m0124.hpc.itc.rwth-aachen.de",93,"93",4096,20,0.26,0.28225,0.341,0.3503,0.4185,0.4681,0.47
0,"n23m0123.hpc.itc.rwth-aachen.de",190,"r23m0124.hpc.itc.rwth-aachen.de",94,"94",4096,20,0.27,0.28375,0.296,0.31585,0.33725,0.4172,0.44
0,"n23m0123.hpc.itc.rwth-aachen.de",191,"r23m0124.hpc.itc.rwth-aachen.de",95,"95",4096,20,0.257,0.26875,0.3295,0.32215,0.364,0.38245,0.429
0,"n23m0123.hpc.itc.rwth-aachen.de",1,"n23m0123.hpc.itc.rwth-aachen.de",1,"1",16384,20,30.096,49.0637,60.267,110.284,127.471,336.73,387.276
0,"n23m0123.hpc.itc.rwth-aachen.de",2,"n23m0123.hpc.itc.rwth-aachen.de",2,"2",16384,20,36.183,69.3067,127.59,172.434,263.028,357.606,395.999
0,"n23m0123.hpc.itc.rwth-aachen.de",3,"n23m0123.hpc.itc.rwth-aachen.de",3,"3",16384,20,60.966,139.825,236.943,228.945,337.459,402.198,408.724
0,"n23m0123.hpc.itc.rwth-aachen.de",4,"n23m0123.hpc.itc.rwth-aachen.de",4,"4",16384,20,31.733,132.102,175.015,199.645,285.638,395.23,421.243
0,"n23m0123.hpc.itc.rwth-aachen.de",5,"n23m0123.hpc.itc.rwth-aachen.de",5,"5",16384,20,41.619,75.7375,151.691,189.403,299.782,420.243,420.739
0,"n23m0123.hpc.itc.rwth-aachen.de",6,"n23m0123.hpc.itc.rwth-aachen.de",6,"6",16384,20,37.865,118.673,181.922,188.267,245.666,373.251,444.171
0,"n23m0123.hpc.itc.rwth-aachen.de",7,"n23m0123.hpc.itc.rwth-aachen.de",7,"7",16384,20,65.654,120.444,181.211,195.883,257.718,361.078,414.208
0,"n23m0123.hpc.itc.rwth-aachen.de",8,"n23m0123.hpc.itc.rwth-aachen.de",8,"8",16384,20,38.956,151.537,228.358,233.458,328.66,395.544,430.842
0,"n23m0123.hpc.itc.rwth-aachen.de",9,"n23m0123.hpc.itc.rwth-aachen.de",9,"9",16384,20,41.304,98.7602,207.879,221.319,333.822,399.296,435.208
0,"n23m0123.hpc.itc.rwth-aachen.de",10,"n23m0123.hpc.itc.rwth-aachen.de",10,"10",16384,20,75.361,179.665,231.986,243.271,334.434,404.673,426.364
0,"n23m0123.hpc.itc.rwth-aachen.de",11,"n23m0123.hpc.itc.rwth-aachen.de",11,"11",16384,20,122.587,184.598,210.626,255.099,348.409,418.752,434.316
0,"n23m0123.hpc.itc.rwth-aachen.de",12,"n23m0123.hpc.itc.rwth-aachen.de",12,"12",16384,20,54.809,135.234,202.035,198.275,261.053,362.298,365.698
0,"n23m0123.hpc.itc.rwth-aachen.de",13,"n23m0123.hpc.itc.rwth-aachen.de",13,"13",16384,20,98.387,205.489,243.162,265.004,359.313,411.138,432.136
0,"n23m0123.hpc.itc.rwth-aachen.de",14,"n23m0123.hpc.itc.rwth-aachen.de",14,"14",16384,20,80.371,188.408,230.1,241.6,322.964,365.903,391.674
0,"n23m0123.hpc.itc.rwth-aachen.de",15,"n23m0123.hpc.itc.rwth-aachen.de",15,"15",16384,20,63.507,153.308,213.35,230.55,328.517,379.538,405.779
0,"n23m0123.hpc.itc.rwth-aachen.de",16,"n23m0123.hpc.itc.rwth-aachen.de",16,"16",16384,20,35.976,93.0222,174.384,180.856,253.198,382.54,398.359
0,"n23m0123.hpc.itc.rwth-aachen.de",17,"n23m0123.hpc.itc.rwth-aachen.de",17,"17",16384,20,71.809,107.21,230.122,220.434,286.557,357.108,376.421
0,"n23m0123.hpc.itc.rwth-aachen.de",18,"n23m0123.hpc.itc.rwth-aachen.de",18,"18",16384,20,58.466,98.4423,191.024,204.083,295.572,383.196,385.527
0,"n23m0123.hpc.itc.rwth-aachen.de",19,"n23m0123.hpc.itc.rwth-aachen.de",19,"19",16384,20,68.164,137.944,216.348,210.184,269.596,345.631,381.797
0,"n23m0123.hpc.itc.rwth-aachen.de",20,"n23m0123.hpc.itc.rwth-aachen.de",20,"20",16384,20,63.648,117.438,174.657,202.983,297.361,365.407,385.883
0,"n23m0123.hpc.itc.rwth-aachen.de",21,"n23m0123.hpc.itc.rwth-aachen.de",21,"21",16384,20,76.108,173.111,246.842,236.967,280.539,403.79,408.147
0,"n23m0123.hpc.itc.rwth-aachen.de",22,"n23m0123.hpc.itc.rwth-aachen.de",22,"22",16384,20,113.119,153.358,198.908,223.515,262.207,360.488,389.614
0,"n23m0123.hpc.itc.rwth-aachen.de",23,"n23m0123.hpc.itc.rwth-aachen.de",23,"23",16384,20,58.636,117.126,172.721,186.285,227.729,362.714,391.139
0,"n23m0123.hpc.itc.rwth-aachen.de",24,"n23m0123.hpc.itc.rwth-aachen.de",24,"24",16384,20,65.06,143.699,232.986,207.155,258.202,319.937,377.325
0,"n23m0123.hpc.itc.rwth-aachen.de",25,"n23m0123.hpc.itc.rwth-aachen.de",25,"25",16384,20,97.627,122.268,161.498,188.899,225.827,357.723,360.278
0,"n23m0123.hpc.itc.rwth-aachen.de",26,"n23m0123.hpc.itc.rwth-aachen.de",26,"26",16384,20,74.092,184.167,252.395,244.466,292.373,396.132,428.817
0,"n23m0123.hpc.itc.rwth-aachen.de",27,"n23m0123.hpc.itc.rwth-aachen.de",27,"27",16384,20,81.158,169.62,282.256,254.869,323.131,379.053,385.294
0,"n23m0123.hpc.itc.rwth-aachen.de",28,"n23m0123.hpc.itc.rwth-aachen.de",28,"28",16384,20,83.873,129.292,213.885,208.782,250.476,371.584,402.126
0,"n23m0123.hpc.itc.rwth-aachen.de",29,"n23m0123.hpc.itc.rwth-aachen.de",29,"29",16384,20,87.11,126.304,174.41,208.578,259.648,381.612,398.713
0,"n23m0123.hpc.itc.rwth-aachen.de",30,"n23m0123.hpc.itc.rwth-aachen.de",30,"30",16384,20,112.946,143.8,228.29,251.911,356.97,390.361,422.228
0,"n23m0123.hpc.itc.rwth-aachen.de",31,"n23m0123.hpc.itc.rwth-aachen.de",31,"31",16384,20,91.34,136.747,222.903,232.383,291.762,404.14,426.484
0,"n23m0123.hpc.itc.rwth-aachen.de",32,"n23m0123.hpc.itc.rwth-aachen.de",32,"32",16384,20,243.285,261.5,302.187,308.521,348.152,399.027,401.249
0,"n23m0123.hpc.itc.rwth-aachen.de",33,"n23m0123.hpc.itc.rwth-aachen.de",33,"33",16384,20,261.586,291.83,342.582,334.791,376.408,390.573,394.993
0,"n23m0123.hpc.itc.rwth-aachen.de",34,"n23m0123.hpc.itc.rwth-aachen.de",34,"34",16384,20,271.459,329.232,338.611,342.633,371.025,389.92,390.737
0,"n23m0123.hpc.itc.rwth-aachen.de",35,"n23m0123.hpc.itc.rwth-aachen.de",35,"35",16384,20,252.647,274.007,308.967,313.006,346.128,370.99,404.08
0,"n23m0123.hpc.itc.rwth-aachen.de",36,"n23m0123.hpc.itc.rwth-aachen.de",36,"36",16384,20,243.146,269.715,301.083,312.571,357.228,399.209,409.992
0,"n23m0123.hpc.itc.rwth-aachen.de",37,"n23m0123.hpc.itc.rwth-aachen.de",37,"37",16384,20,235.619,255.704,310.06,309.533,344.413,392.178,397.814
0,"n23m0123.hpc.itc.rwth-aachen.de",38,"n23m0123.hpc.itc.rwth-aachen.de",38,"38",16384,20,253.217,302.426,351.108,341.271,374.394,405.908,428.342
0,"n23m0123.hpc.itc.rwth-aachen.de",39,"n23m0123.hpc.itc.rwth-aachen.de",39,"39",16384,20,227.996,288.207,327.814,323.273,356.361,393.719,413.388
0,"n23m0123.hpc.itc.rwth-aachen.de",40,"n23m0123.hpc.itc.rwth-aachen.de",40,"40",16384,20,233.913,285.828,313.034,312.116,345.328,365.627,371.798
0,"n23m0123.hpc.itc.rwth-aachen.de",41,"n23m0123.hpc.itc.rwth-aachen.de",41,"41",16384,20,252.009,317.811,344.638,341.384,365.121,402.139,408.433
0,"n23m0123.hpc.itc.rwth-aachen.de",42,"n23m0123.hpc.itc.rwth-aachen.de",42,"42",16384,20,247.618,261.631,319.007,315.447,351.164,378.569,380.602
0,"n23m0123.hpc.itc.rwth-aachen.de",43,"n23m0123.hpc.itc.rwth-aachen.de",43,"43",16384,20,245.081,274.699,340.692,329.345,364.355,389.934,421.572
0,"n23m0123.hpc.itc.rwth-aachen.de",44,"n23m0123.hpc.itc.rwth-aachen.de",44,"44",16384,20,237.984,265.927,321.986,318.885,355.357,402.472,420.265
0,"n23m0123.hpc.itc.rwth-aachen.de",45,"n23m0123.hpc.itc.rwth-aachen.de",45,"45",16384,20,253.074,301.306,323.768,332.487,368.267,399.924,437.192
0,"n23m0123.hpc.itc.rwth-aachen.de",46,"n23m0123.hpc.itc.rwth-aachen.de",46,"46",16384,20,235.993,296.2,357.964,331.2,372.254,379.274,386.067
0,"n23m0123.hpc.itc.rwth-aachen.de",47,"n23m0123.hpc.itc.rwth-aachen.de",47,"47",16384,20,239.875,305.806,324.701,331.599,369.036,390.478,438.744
0,"n23m0123.hpc.itc.rwth-aachen.de",48,"n23m0123.hpc.itc.rwth-aachen.de",48,"48",16384,20,261.468,294.097,323.046,328.915,370.03,395.594,408.479
0,"n23m0123.hpc.itc.rwth-aachen.de",49,"n23m0123.hpc.itc.rwth-aachen.de",49,"49",16384,20,244.85,295.808,327.196,331.944,367.799,417.134,459.605
0,"n23m0123.hpc.itc.rwth-aachen.de",50,"n23m0123.hpc.itc.rwth-aachen.de",50,"50",16384,20,266.803,296.491,319.558,320.349,349.599,360.807,367.178
0,"n23m0123.hpc.itc.rwth-aachen.de",51,"n23m0123.hpc.itc.rwth-aachen.de",51,"51",16384,20,260.814,330.077,354.287,349.269,373.224,406.997,430.177
0,"n23m0123.hpc.itc.rwth-aachen.de",52,"n23m0123.hpc.itc.rwth-aachen.de",52,"52",16384,20,244.575,288.582,319.74,321.69,355.037,391.598,416.314
0,"n23m0123.hpc.itc.rwth-aachen.de",53,"n23m0123.hpc.itc.rwth-aachen.de",53,"53",16384,20,264.512,284.182,313.609,312.884,333.48,367.643,407.056
0,"n23m0123.hpc.itc.rwth-aachen.de",54,"n23m0123.hpc.itc.rwth-aachen.de",54,"54",16384,20,279.151,318.132,340.387,343.927,369.295,400.758,412.494
0,"n23m0123.hpc.itc.rwth-aachen.de",55,"n23m0123.hpc.itc.rwth-aachen.de",55,"55",16384,20,258.885,302.428,338.526,331.121,360.895,372.904,412.98
0,"n23m0123.hpc.itc.rwth-aachen.de",56,"n23m0123.hpc.itc.rwth-aachen.de",56,"56",16384,20,282.103,317.156,338.387,338.696,365.711,381.658,388.775
0,"n23m0123.hpc.itc.rwth-aachen.de",57,"n23m0123.hpc.itc.rwth-aachen.de",57,"57",16384,20,245.976,301.247,349.137,337.845,379.403,395.575,395.998
0,"n23m0123.hpc.itc.rwth-aachen.de",58,"n23m0123.hpc.itc.rwth-aachen.de",58,"58",16384,20,263.963,307.603,344.304,342.782,370.134,410.473,431.276
0,"n23m0123.hpc.itc.rwth-aachen.de",59,"n23m0123.hpc.itc.rwth-aachen.de",59,"59",16384,20,299.274,312.173,351.204,343.784,360.045,392.047,414.524
0,"n23m0123.hpc.itc.rwth-aachen.de",60,"n23m0123.hpc.itc.rwth-aachen.de",60,"60",16384,20,306.078,349.487,361.876,360.144,373.551,402.471,405.153
0,"n23m0123.hpc.itc.rwth-aachen.de",61,"n23m0123.hpc.itc.rwth-aachen.de",61,"61",16384,20,265.219,321.009,346.245,347.24,371.844,404.821,423.401
0,"n23m0123.hpc.itc.rwth-aachen.de",62,"n23m0123.hpc.itc.rwth-aachen.de",62,"62",16384,20,266.375,318.952,341.432,346.213,369.57,401.788,422.767
0,"n23m0123.hpc.itc.rwth-aachen.de",63,"n23m0123.hpc.itc.rwth-aachen.de",63,"63",16384,20,281.166,320.987,343.727,350.92,374.198,420.282,437.144
0,"n23m0123.hpc.itc.rwth-aachen.de",64,"n23m0123.hpc.itc.rwth-aachen.de",64,"64",16384,20,6.28,7.06175,27.5415,69.9884,122.255,224.861,244.044
0,"n23m0123.hpc.itc.rwth-aachen.de",65,"n23m0123.hpc.itc.rwth-aachen.de",65,"65",16384,20,6.611,7.5265,11.424,37.7342,20.053,199.277,267.813
0,"n23m0123.hpc.itc.rwth-aachen.de",66,"n23m0123.hpc.itc.rwth-aachen.de",66,"66",16384,20,6.943,14.7283,25.499,98.3979,192.715,279.342,374.896
0,"n23m0123.hpc.itc.rwth-aachen.de",67,"n23m0123.hpc.itc.rwth-aachen.de",67,"67",16384,20,10.915,29.1852,146.43,149.908,215.342,398.468,410.809
0,"n23m0123.hpc.itc.rwth-aachen.de",68,"n23m0123.hpc.itc.rwth-aachen.de",68,"68",16384,20,6.851,11.953,19.843,72.8452,108.733,307.2,314.904
0,"n23m0123.hpc.itc.rwth-aachen.de",69,"n23m0123.hpc.itc.rwth-aachen.de",69,"69",16384,20,12.029,24.0998,95.6305,123.728,203.953,326.879,389.77
0,"n23m0123.hpc.itc.rwth-aachen.de",70,"n23m0123.hpc.itc.rwth-aachen.de",70,"70",16384,20,15.047,57.223,98.1905,121.67,157.404,246.501,382.004
0,"n23m0123.hpc.itc.rwth-aachen.de",71,"n23m0123.hpc.itc.rwth-aachen.de",71,"71",16384,20,18.462,58.4468,121.126,141.062,176.846,342.789,439.019
0,"n23m0123.hpc.itc.rwth-aachen.de",72,"n23m0123.hpc.itc.rwth-aachen.de",72,"72",16384,20,11.005,18.865,43.406,103.933,182.146,347.18,374.986
0,"n23m0123.hpc.itc.rwth-aachen.de",73,"n23m0123.hpc.itc.rwth-aachen.de",73,"73",16384,20,10.274,39.161,192.961,164.448,235.237,346.031,443.648
0,"n23m0123.hpc.itc.rwth-aachen.de",74,"n23m0123.hpc.itc.rwth-aachen.de",74,"74",16384,20,12.186,109.805,161.039,177.785,235.006,360.256,391.851
0,"n23m0123.hpc.itc.rwth-aachen.de",75,"n23m0123.hpc.itc.rwth-aachen.de",75,"75",16384,20,24.376,84.695,147.493,142.624,182.614,244.953,368.057
0,"n23m0123.hpc.itc.rwth-aachen.de",76,"n23m0123.hpc.itc.rwth-aachen.de",76,"76",16384,20,41.311,99.583,195.45,184.282,230.224,358.854,392.74
0,"n23m0123.hpc.itc.rwth-aachen.de",77,"n23m0123.hpc.itc.rwth-aachen.de",77,"77",16384,20,26.26,85.2047,143.421,193.356,300.947,413.52,434.216
0,"n23m0123.hpc.itc.rwth-aachen.de",78,"n23m0123.hpc.itc.rwth-aachen.de",78,"78",16384,20,60.576,76.2048,120.531,142.048,188.456,252.393,313.79
0,"n23m0123.hpc.itc.rwth-aachen.de",79,"n23m0123.hpc.itc.rwth-aachen.de",79,"79",16384,20,35.923,123.078,167.654,191.529,240.725,449.817,452.431
0,"n23m0123.hpc.itc.rwth-aachen.de",80,"n23m0123.hpc.itc.rwth-aachen.de",80,"80",16384,20,15.507,28.1463,83.5665,110.297,142.967,318.006,407.486
0,"n23m0123.hpc.itc.rwth-aachen.de",81,"n23m0123.hpc.itc.rwth-aachen.de",81,"81",16384,20,12.61,26.043,87.763,117.34,221.156,250.415,263.612
0,"n23m0123.hpc.itc.rwth-aachen.de",82,"n23m0123.hpc.itc.rwth-aachen.de",82,"82",16384,20,16.95,51.5633,172.147,176.596,262.019,343.092,356.027
0,"n23m0123.hpc.itc.rwth-aachen.de",83,"n23m0123.hpc.itc.rwth-aachen.de",83,"83",16384,20,36.042,137.898,197.339,190.993,232.721,339.158,355.694
0,"n23m0123.hpc.itc.rwth-aachen.de",84,"n23m0123.hpc.itc.rwth-aachen.de",84,"84",16384,20,22.027,41.729,173.645,156.352,222.063,349.214,386.79
0,"n23m0123.hpc.itc.rwth-aachen.de",85,"n23m0123.hpc.itc.rwth-aachen.de",85,"85",16384,20,42.774,99.6082,175.352,194.542,264.494,377.149,391.178
0,"n23m0123.hpc.itc.rwth-aachen.de",86,"n23m0123.hpc.itc.rwth-aachen.de",86,"86",16384,20,67.777,151.79,184.394,202.301,256.92,308.349,367.601
0,"n23m0123.hpc.itc.rwth-aachen.de",87,"n23m0123.hpc.itc.rwth-aachen.de",87,"87",16384,20,40.654,95.3498,129.551,161.369,237.851,302.914,317.192
0,"n23m0123.hpc.itc.rwth-aachen.de",88,"n23m0123.hpc.itc.rwth-aachen.de",88,"88",16384,20,37.96,83.4878,117.23,154.672,198.2,371.827,415.43
0,"n23m0123.hpc.itc.rwth-aachen.de",89,"n23m0123.hpc.itc.rwth-aachen.de",89,"89",16384,20,48.997,145.448,206.422,209.865,240.943,397.856,417.68
0,"n23m0123.hpc.itc.rwth-aachen.de",90,"n23m0123.hpc.itc.rwth-aachen.de",90,"90",16384,20,68.628,121.698,183.229,202.326,266.302,364.862,367.042
