pattern,target_rank,target_host,worker_rank,worker_host,worker_cpu,worker_affinity,locality_tier,payload_bytes,iters,lat_min_us,lat_p25_us,lat_median_us,lat_mean_us,lat_p75_us,lat_p95_us,lat_max_us
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",161,"r23m0124.hpc.itc.rwth-aachen.de",65,"65","cross_node",4194304,20,1223.44,1255.29,1317.1,1308.88,1355.82,1370.61,1374.14
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",162,"r23m0124.hpc.itc.rwth-aachen.de",66,"66","cross_node",4194304,20,1237.07,1266.21,1320.77,1304.16,1337.58,1352.1,1369.51
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",163,"r23m0124.hpc.itc.rwth-aachen.de",67,"67","cross_node",4194304,20,1214.5,1277.33,1325.73,1311.57,1360.37,1371.24,1380.56
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",164,"r23m0124.hpc.itc.rwth-aachen.de",68,"68","cross_node",4194304,20,1242.3,1266.4,1322.26,1314.22,1355.07,1364.15,1375.31
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",165,"r23m0124.hpc.itc.rwth-aachen.de",69,"69","cross_node",4194304,20,1225.78,1260.69,1326.39,1311.74,1345.93,1373.31,1386.86
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",166,"r23m0124.hpc.itc.rwth-aachen.de",70,"70","cross_node",4194304,20,1232.57,1270.72,1326.18,1313.72,1357.31,1372.5,1399.93
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",167,"r23m0124.hpc.itc.rwth-aachen.de",71,"71","cross_node",4194304,20,1247.44,1273.45,1316.99,1308.62,1346.19,1353.33,1355.76
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",168,"r23m0124.hpc.itc.rwth-aachen.de",72,"72","cross_node",4194304,20,1264.64,1283.17,1329.21,1340.69,1399.05,1413.58,1475.36
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",169,"r23m0124.hpc.itc.rwth-aachen.de",73,"73","cross_node",4194304,20,1206.28,1281.23,1353.46,1339.74,1401.2,1440.47,1451.06
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",170,"r23m0124.hpc.itc.rwth-aachen.de",74,"74","cross_node",4194304,20,1208.85,1258.28,1340.8,1329.8,1391.98,1407.58,1417.05
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",171,"r23m0124.hpc.itc.rwth-aachen.de",75,"75","cross_node",4194304,20,1230.37,1267.35,1302.58,1325.42,1392.69,1418.88,1421.68
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",172,"r23m0124.hpc.itc.rwth-aachen.de",76,"76","cross_node",4194304,20,1224.11,1280.95,1322.48,1330.54,1391.29,1410.09,1419.34
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",173,"r23m0124.hpc.itc.rwth-aachen.de",77,"77","cross_node",4194304,20,1187.58,1285,1320.88,1332.85,1401.94,1425.76,1460.57
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",174,"r23m0124.hpc.itc.rwth-aachen.de",78,"78","cross_node",4194304,20,1232.97,1282.75,1332.14,1331.64,1387.04,1414.51,1444.71
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",175,"r23m0124.hpc.itc.rwth-aachen.de",79,"79","cross_node",4194304,20,1245.95,1282.51,1338.07,1336.92,1394.71,1418.01,1444.25
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",176,"r23m0124.hpc.itc.rwth-aachen.de",80,"80","cross_node",4194304,20,1235.17,1306.12,1340.18,1341.5,1402.05,1419.2,1420.37
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",177,"r23m0124.hpc.itc.rwth-aachen.de",81,"81","cross_node",4194304,20,1199.65,1277.65,1319.19,1326.39,1386.56,1410.68,1413.16
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",178,"r23m0124.hpc.itc.rwth-aachen.de",82,"82","cross_node",4194304,20,1214.8,1259.02,1304.43,1316.09,1381.58,1398.21,1404.42
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",179,"r23m0124.hpc.itc.rwth-aachen.de",83,"83","cross_node",4194304,20,1226.64,1244.91,1311.78,1315.42,1380.6,1410.64,1436.56
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",180,"r23m0124.hpc.itc.rwth-aachen.de",84,"84","cross_node",4194304,20,1243.66,1274.7,1359.84,1354.48,1418.86,1462.44,1482.63
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",181,"r23m0124.hpc.itc.rwth-aachen.de",85,"85","cross_node",4194304,20,1250.23,1268.13,1364.01,1358.95,1447.67,1481.49,1485.61
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",182,"r23m0124.hpc.itc.rwth-aachen.de",86,"86","cross_node",4194304,20,1213.31,1289.39,1356.87,1355.9,1440.03,1457.88,1473.82
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",183,"r23m0124.hpc.itc.rwth-aachen.de",87,"87","cross_node",4194304,20,1208.03,1260.5,1353.36,1349.44,1433.72,1478.27,1491.86
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",184,"r23m0124.hpc.itc.rwth-aachen.de",88,"88","cross_node",4194304,20,1199.03,1263.7,1353.59,1354.37,1434.22,1503.19,1522.36
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",185,"r23m0124.hpc.itc.rwth-aachen.de",89,"89","cross_node",4194304,20,1223.91,1269.46,1376.29,1355.36,1441.84,1462.07,1511.49
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",186,"r23m0124.hpc.itc.rwth-aachen.de",90,"90","cross_node",4194304,20,1241.03,1288.28,1355.55,1384.74,1445.54,1515.05,1945.31
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",187,"r23m0124.hpc.itc.rwth-aachen.de",91,"91","cross_node",4194304,20,1207.04,1270.31,1337.85,1350.96,1429.4,1502.38,1513.61
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",188,"r23m0124.hpc.itc.rwth-aachen.de",92,"92","cross_node",4194304,20,1190.32,1269.53,1341.46,1347.12,1443.04,1481.22,1488.33
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",189,"r23m0124.hpc.itc.rwth-aachen.de",93,"93","cross_node",4194304,20,1209.92,1262.94,1324.17,1337.06,1441.08,1471.15,1485.11
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",190,"r23m0124.hpc.itc.rwth-aachen.de",94,"94","cross_node",4194304,20,1230.34,1273.39,1323.59,1342.44,1425.6,1468.41,1479.07
7_credits_cap1,0,"n23m0123.hpc.itc.rwth-aachen.de",191,"r23m0124.hpc.itc.rwth-aachen.de",95,"95","cross_node",4194304,20,1221.36,1255.01,1334.63,1336.76,1415.67,1458.36,1472.34
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",1,"n23m0123.hpc.itc.rwth-aachen.de",1,"1","same_numa",4194304,20,1409.82,2137.16,2268.1,2629.33,3222.6,4242.71,4449.69
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",2,"n23m0123.hpc.itc.rwth-aachen.de",2,"2","same_numa",4194304,20,1722.49,2386.88,3371.86,3352.63,4200.62,4357.57,4395.09
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",3,"n23m0123.hpc.itc.rwth-aachen.de",3,"3","same_numa",4194304,20,2388.15,2910.22,3686.55,3510.19,3744.99,3978.78,5966.05
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",4,"n23m0123.hpc.itc.rwth-aachen.de",4,"4","same_numa",4194304,20,2301.56,2816.99,3567.55,3294.1,3590.29,3729.37,4128.41
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",5,"n23m0123.hpc.itc.rwth-aachen.de",5,"5","same_numa",4194304,20,2326.56,2847.81,3641.01,3345.27,3671.57,3743.47,4200.43
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",6,"n23m0123.hpc.itc.rwth-aachen.de",6,"6","same_numa",4194304,20,2365.21,2914.1,3726.26,3391.43,3747.44,3778.74,3803.23
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",7,"n23m0123.hpc.itc.rwth-aachen.de",7,"7","same_numa",4194304,20,2347.17,2887.12,3644.22,3366.09,3666.19,3733.96,4312.82
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",8,"n23m0123.hpc.itc.rwth-aachen.de",8,"8","same_numa",4194304,20,2359.35,2886.86,3653.51,3396.62,3683.56,4179.95,4259.39
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",9,"n23m0123.hpc.itc.rwth-aachen.de",9,"9","same_numa",4194304,20,2374.98,2824.16,3649.02,3367.66,3688.4,3995.54,4187.1
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",10,"n23m0123.hpc.itc.rwth-aachen.de",10,"10","same_numa",4194304,20,2360.93,2731.16,3572.49,3283.22,3605.75,3694.06,4106.02
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",11,"n23m0123.hpc.itc.rwth-aachen.de",11,"11","same_numa",4194304,20,2408.8,2771.98,3627.02,3333.88,3661.43,3800.62,4198.39
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",12,"n23m0123.hpc.itc.rwth-aachen.de",12,"12","same_socket_diff_numa",4194304,20,2453.33,2813.89,3547.2,3346.27,3750.39,3884.85,4292.23
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",13,"n23m0123.hpc.itc.rwth-aachen.de",13,"13","same_socket_diff_numa",4194304,20,2425.45,2784.28,3436.4,3264.16,3734.41,3807.37,3853.71
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",14,"n23m0123.hpc.itc.rwth-aachen.de",14,"14","same_socket_diff_numa",4194304,20,2390.82,2755.58,3398.42,3220.58,3644.31,3739.58,3794.3
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",15,"n23m0123.hpc.itc.rwth-aachen.de",15,"15","same_socket_diff_numa",4194304,20,2348.97,2689.64,3278.82,3094.6,3353.91,3573.57,3599.88
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",16,"n23m0123.hpc.itc.rwth-aachen.de",16,"16","same_socket_diff_numa",4194304,20,2329.53,2641.43,3194.83,2998.57,3221.57,3468.71,3473.33
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",17,"n23m0123.hpc.itc.rwth-aachen.de",17,"17","same_socket_diff_numa",4194304,20,2375.86,2709.67,3304.27,3083.05,3328.35,3461.92,3591.1
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",18,"n23m0123.hpc.itc.rwth-aachen.de",18,"18","same_socket_diff_numa",4194304,20,2351.63,2676.71,3283.06,3080.14,3296.67,3595.91,3839.86
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",19,"n23m0123.hpc.itc.rwth-aachen.de",19,"19","same_socket_diff_numa",4194304,20,2323.54,2612.75,3191.61,3001.16,3216.05,3500.33,3738.91
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",20,"n23m0123.hpc.itc.rwth-aachen.de",20,"20","same_socket_diff_numa",4194304,20,2357.48,2665.1,3283.36,3073.46,3294.12,3601.65,3877.92
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",21,"n23m0123.hpc.itc.rwth-aachen.de",21,"21","same_socket_diff_numa",4194304,20,2393.43,2675.19,3371.1,3147.49,3389.74,3697.83,3968.8
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",22,"n23m0123.hpc.itc.rwth-aachen.de",22,"22","same_socket_diff_numa",4194304,20,2397.7,2676.05,3328.32,3097.57,3347.72,3481.54,3628.76
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",23,"n23m0123.hpc.itc.rwth-aachen.de",23,"23","same_socket_diff_numa",4194304,20,2393.07,2654.04,3334.73,3102.63,3348.65,3474.14,3667.02
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",24,"n23m0123.hpc.itc.rwth-aachen.de",24,"24","same_socket_diff_numa",4194304,20,2486.03,2723.95,3480.16,3508.33,3504.54,4075.69,9228.18
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",25,"n23m0123.hpc.itc.rwth-aachen.de",25,"25","same_socket_diff_numa",4194304,20,2502.34,2778.06,3479.71,3527.78,3535.93,4051.25,9230.16
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",26,"n23m0123.hpc.itc.rwth-aachen.de",26,"26","same_socket_diff_numa",4194304,20,2470.99,2839.54,3450.18,3217.11,3506.96,3570.46,3752.95
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",27,"n23m0123.hpc.itc.rwth-aachen.de",27,"27","same_socket_diff_numa",4194304,20,2507.08,2880.03,3483.01,3252.59,3518.03,3595.56,3795.93
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",28,"n23m0123.hpc.itc.rwth-aachen.de",28,"28","same_socket_diff_numa",4194304,20,2499.28,2812.67,3437.12,3233.63,3505.66,3755.98,4015.3
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",29,"n23m0123.hpc.itc.rwth-aachen.de",29,"29","same_socket_diff_numa",4194304,20,2492.7,2777.72,3415.79,3207.24,3469,3730.65,3994.17
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",30,"n23m0123.hpc.itc.rwth-aachen.de",30,"30","same_socket_diff_numa",4194304,20,2445.42,2779.82,3402.36,3170.4,3440.9,3480.1,3707.16
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",31,"n23m0123.hpc.itc.rwth-aachen.de",31,"31","same_socket_diff_numa",4194304,20,2426.71,2748.06,3403.87,3185.79,3438.07,3717.35,3962.65
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",32,"n23m0123.hpc.itc.rwth-aachen.de",32,"32","same_socket_diff_numa",4194304,20,2422.01,2731.68,3397.16,3194.95,3461.78,3763.44,3959.38
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",33,"n23m0123.hpc.itc.rwth-aachen.de",33,"33","same_socket_diff_numa",4194304,20,2418.35,2734.38,3371.09,3182.85,3441.89,3752.65,3972.36
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",34,"n23m0123.hpc.itc.rwth-aachen.de",34,"34","same_socket_diff_numa",4194304,20,2432.14,2773.57,3399.1,3236.44,3433.49,3809.68,4648.32
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",35,"n23m0123.hpc.itc.rwth-aachen.de",35,"35","same_socket_diff_numa",4194304,20,2417.4,2774.21,3411.66,3171.92,3435.53,3522.45,3723.86
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",36,"n23m0123.hpc.itc.rwth-aachen.de",36,"36","same_socket_diff_numa",4194304,20,2512.06,2859.69,3559.15,3327.57,3590.62,3893.99,4220.09
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",37,"n23m0123.hpc.itc.rwth-aachen.de",37,"37","same_socket_diff_numa",4194304,20,2549.41,2924.89,3609.8,3399.75,3657.3,3930.5,4269.02
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",38,"n23m0123.hpc.itc.rwth-aachen.de",38,"38","same_socket_diff_numa",4194304,20,2548.53,2936.21,3615.7,3371.63,3640.12,3906.65,3930.69
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",39,"n23m0123.hpc.itc.rwth-aachen.de",39,"39","same_socket_diff_numa",4194304,20,2592.86,2945.87,3675.53,3434.55,3704.73,4019.28,4240.86
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",40,"n23m0123.hpc.itc.rwth-aachen.de",40,"40","same_socket_diff_numa",4194304,20,2535.28,3056.25,3649.79,3451.23,3690.31,4227.31,4327.08
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",41,"n23m0123.hpc.itc.rwth-aachen.de",41,"41","same_socket_diff_numa",4194304,20,2506.75,3042.06,3641.5,3415.19,3680.64,4001.25,4314.21
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",42,"n23m0123.hpc.itc.rwth-aachen.de",42,"42","same_socket_diff_numa",4194304,20,2497.75,2929.88,3628.94,3387.44,3652.2,3987.65,4199.12
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",43,"n23m0123.hpc.itc.rwth-aachen.de",43,"43","same_socket_diff_numa",4194304,20,2493.41,2965.49,3653.41,3407.01,3679.41,4008.89,4177.52
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",44,"n23m0123.hpc.itc.rwth-aachen.de",44,"44","same_socket_diff_numa",4194304,20,2491.16,2942.12,3656.27,3416.05,3683.72,4018.6,4318.54
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",45,"n23m0123.hpc.itc.rwth-aachen.de",45,"45","same_socket_diff_numa",4194304,20,2484.89,2937.72,3632.48,3392.21,3671.48,3851.01,4302.95
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",46,"n23m0123.hpc.itc.rwth-aachen.de",46,"46","same_socket_diff_numa",4194304,20,2508.27,2975.16,3666.43,3386.37,3691.43,3742.39,3748.83
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",47,"n23m0123.hpc.itc.rwth-aachen.de",47,"47","same_socket_diff_numa",4194304,20,2515.05,3124.34,3702.41,3497.62,3743.05,4307.62,4406.56
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",48,"n23m0123.hpc.itc.rwth-aachen.de",48,"48","cross_socket",4194304,20,2878.33,3650.13,4274.35,4117.37,4338.88,5299.39,5919.56
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",49,"n23m0123.hpc.itc.rwth-aachen.de",49,"49","cross_socket",4194304,20,3154.28,4308.98,4702.04,4492.99,4807.11,5197.28,5693.37
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",50,"n23m0123.hpc.itc.rwth-aachen.de",50,"50","cross_socket",4194304,20,3058.11,4225.82,4577.75,4324.25,4656.65,4792.5,4800.51
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",51,"n23m0123.hpc.itc.rwth-aachen.de",51,"51","cross_socket",4194304,20,3055.84,4237.79,4602.13,4343.26,4652.64,4765.93,4898.43
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",52,"n23m0123.hpc.itc.rwth-aachen.de",52,"52","cross_socket",4194304,20,3059.37,4227.6,4511.64,4307.91,4608.42,4867.69,4937.92
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",53,"n23m0123.hpc.itc.rwth-aachen.de",53,"53","cross_socket",4194304,20,3073.59,4307.61,4516.68,4347.08,4631.52,4870.1,5446.59
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",54,"n23m0123.hpc.itc.rwth-aachen.de",54,"54","cross_socket",4194304,20,3132.57,4417.28,4642.15,4444.32,4713.79,4872.7,5553.44
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",55,"n23m0123.hpc.itc.rwth-aachen.de",55,"55","cross_socket",4194304,20,3129.59,4290.53,4598.03,4373.98,4661.28,4774.53,4882.14
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",56,"n23m0123.hpc.itc.rwth-aachen.de",56,"56","cross_socket",4194304,20,3056.33,4188.05,4490.88,4307.05,4612.96,4736.02,4894.98
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",57,"n23m0123.hpc.itc.rwth-aachen.de",57,"57","cross_socket",4194304,20,3103.61,4261.51,4621.9,4486.4,4840.85,5298.64,5599.31
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",58,"n23m0123.hpc.itc.rwth-aachen.de",58,"58","cross_socket",4194304,20,3115.43,4448.55,4610.51,4487.33,4857.46,5255,5420.71
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",59,"n23m0123.hpc.itc.rwth-aachen.de",59,"59","cross_socket",4194304,20,3096.72,4372.73,4478.98,4325.85,4692.49,4750.39,4870.3
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",60,"n23m0123.hpc.itc.rwth-aachen.de",60,"60","cross_socket",4194304,20,3222.41,4393.59,4582.32,4516.11,4782.62,5449.57,6124.51
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",61,"n23m0123.hpc.itc.rwth-aachen.de",61,"61","cross_socket",4194304,20,3249.97,4432.43,4548.47,4512.47,4706.23,5515.27,6162.08
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",62,"n23m0123.hpc.itc.rwth-aachen.de",62,"62","cross_socket",4194304,20,3189.49,4360.91,4464.47,4376.71,4614.62,4984.91,5385.98
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",63,"n23m0123.hpc.itc.rwth-aachen.de",63,"63","cross_socket",4194304,20,3219.7,4378.71,4560.84,4473.11,4720.82,5160.67,5471.83
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",64,"n23m0123.hpc.itc.rwth-aachen.de",64,"64","cross_socket",4194304,20,3209.9,4364.28,4523.03,4426.44,4689.26,5079.39,5184.47
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",65,"n23m0123.hpc.itc.rwth-aachen.de",65,"65","cross_socket",4194304,20,3157.58,4323.6,4473.51,4365.82,4601.96,5092.05,5395.22
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",66,"n23m0123.hpc.itc.rwth-aachen.de",66,"66","cross_socket",4194304,20,3153.54,4360.88,4502.55,4375.39,4602,4940.82,5438.9
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",67,"n23m0123.hpc.itc.rwth-aachen.de",67,"67","cross_socket",4194304,20,3140.26,4341.53,4444.9,4324.31,4615.01,4728.18,4829.43
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",68,"n23m0123.hpc.itc.rwth-aachen.de",68,"68","cross_socket",4194304,20,3199.19,4376.45,4433.78,4331.64,4597.05,4707.73,4720.98
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",69,"n23m0123.hpc.itc.rwth-aachen.de",69,"69","cross_socket",4194304,20,3343.14,4534.85,4587.55,4470.08,4732.74,4798.36,4810.88
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",70,"n23m0123.hpc.itc.rwth-aachen.de",70,"70","cross_socket",4194304,20,3353.55,4508.22,4569.25,4455.76,4731.23,4773.62,4777.52
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",71,"n23m0123.hpc.itc.rwth-aachen.de",71,"71","cross_socket",4194304,20,3312.58,4400.22,4460.3,4373.96,4642.47,4695.06,4829.68
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",72,"n23m0123.hpc.itc.rwth-aachen.de",72,"72","cross_socket",4194304,20,3311.61,4396.56,4464.55,4401.51,4617.4,4724.32,5320.7
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",73,"n23m0123.hpc.itc.rwth-aachen.de",73,"73","cross_socket",4194304,20,3310.39,4387.85,4420.61,4402.65,4620.01,4841.55,5300.36
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",74,"n23m0123.hpc.itc.rwth-aachen.de",74,"74","cross_socket",4194304,20,3328.21,4434.84,4470.3,4446.04,4664.2,5020.27,5232.07
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",75,"n23m0123.hpc.itc.rwth-aachen.de",75,"75","cross_socket",4194304,20,3313.74,4447.09,4512.7,4470.07,4686.72,4923.39,5267.69
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",76,"n23m0123.hpc.itc.rwth-aachen.de",76,"76","cross_socket",4194304,20,3332.78,4375.63,4489.33,4388.69,4595.13,4720.44,5001.66
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",77,"n23m0123.hpc.itc.rwth-aachen.de",77,"77","cross_socket",4194304,20,3366.91,4318.55,4421.05,4337.01,4525.32,4744.97,4884.4
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",78,"n23m0123.hpc.itc.rwth-aachen.de",78,"78","cross_socket",4194304,20,3372.63,4324.53,4447.53,4337.85,4528.97,4652.77,4776.45
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",79,"n23m0123.hpc.itc.rwth-aachen.de",79,"79","cross_socket",4194304,20,3430.47,4331.38,4448.39,4346.88,4520.14,4635.96,4957.14
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",80,"n23m0123.hpc.itc.rwth-aachen.de",80,"80","cross_socket",4194304,20,3472.76,4398.44,4467.67,4393.71,4565.36,4692.81,4992.42
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",81,"n23m0123.hpc.itc.rwth-aachen.de",81,"81","cross_socket",4194304,20,2826.15,4375.7,4463.49,4296.41,4566.55,4652.85,4831.02
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",82,"n23m0123.hpc.itc.rwth-aachen.de",82,"82","cross_socket",4194304,20,2295.22,4352.66,4452.84,4265.48,4570.2,4635.02,4834.98
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",83,"n23m0123.hpc.itc.rwth-aachen.de",83,"83","cross_socket",4194304,20,2429.77,4417.54,4489.24,4323.61,4621.78,4684.97,4909.44
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",84,"n23m0123.hpc.itc.rwth-aachen.de",84,"84","cross_socket",4194304,20,2330.65,4432.32,4519.35,4334.72,4638.69,4688.03,4802.86
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",85,"n23m0123.hpc.itc.rwth-aachen.de",85,"85","cross_socket",4194304,20,2379.87,4409.23,4515.01,4371.15,4640.45,4878.73,5320.88
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",86,"n23m0123.hpc.itc.rwth-aachen.de",86,"86","cross_socket",4194304,20,3645.42,4424.7,4543.14,4502.15,4655.96,5035.65,5332.27
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",87,"n23m0123.hpc.itc.rwth-aachen.de",87,"87","cross_socket",4194304,20,3717.23,4465.42,4579.35,4508.65,4675.95,4780.96,5006.54
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",88,"n23m0123.hpc.itc.rwth-aachen.de",88,"88","cross_socket",4194304,20,3734.43,4431.31,4561.39,4487.77,4652.63,4719.32,4781.24
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",89,"n23m0123.hpc.itc.rwth-aachen.de",89,"89","cross_socket",4194304,20,3732.28,4429.42,4547.8,4463.25,4618.17,4702.88,4706.71
7_credits_cap2,0,"n23m0123.hpc.itc.rwth-aachen.de",90,"n23m0123.hpc.itc.rwth-aachen.de",90,"90","cross_socket",4194304,20,3726.58,4396.93,4494.53,4435.98,4595.02,4708.26,4833.8
