pattern,target_rank,target_host,worker_rank,worker_host,worker_cpu,worker_affinity,worker_ip,locality_tier,iface,payload_bytes,iters,lat_min_us,lat_p25_us,lat_median_us,lat_mean_us,lat_p75_us,lat_p95_us,lat_max_us
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",174,"r23m0124.hpc.itc.rwth-aachen.de",78,"78","134.61.44.214","cross_node","ib0",4194304,20,282323,286146,290052,294190,301281,307775,323513
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",175,"r23m0124.hpc.itc.rwth-aachen.de",79,"79","134.61.44.214","cross_node","ib0",4194304,20,282161,285809,288267,291553,294078,305153,325015
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",176,"r23m0124.hpc.itc.rwth-aachen.de",80,"80","134.61.44.214","cross_node","ib0",4194304,20,282693,285820,287605,292443,299872,312681,313163
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",177,"r23m0124.hpc.itc.rwth-aachen.de",81,"81","134.61.44.214","cross_node","ib0",4194304,20,283066,286953,289877,293520,297771,311762,313008
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",178,"r23m0124.hpc.itc.rwth-aachen.de",82,"82","134.61.44.214","cross_node","ib0",4194304,20,284740,287908,296131,296849,305650,310131,313639
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",179,"r23m0124.hpc.itc.rwth-aachen.de",83,"83","134.61.44.214","cross_node","ib0",4194304,20,285322,288552,291322,293418,296577,303383,314547
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",180,"r23m0124.hpc.itc.rwth-aachen.de",84,"84","134.61.44.214","cross_node","ib0",4194304,20,283785,287054,290754,293804,297390,307062,331077
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",181,"r23m0124.hpc.itc.rwth-aachen.de",85,"85","134.61.44.214","cross_node","ib0",4194304,20,283651,287747,289143,291875,292142,305357,314946
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",182,"r23m0124.hpc.itc.rwth-aachen.de",86,"86","134.61.44.214","cross_node","ib0",4194304,20,284457,288404,290963,293697,293818,306163,327454
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",183,"r23m0124.hpc.itc.rwth-aachen.de",87,"87","134.61.44.214","cross_node","ib0",4194304,20,284969,288494,289948,294698,296945,311091,332002
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",184,"r23m0124.hpc.itc.rwth-aachen.de",88,"88","134.61.44.214","cross_node","ib0",4194304,20,285606,288703,290736,294987,297533,313624,316991
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",185,"r23m0124.hpc.itc.rwth-aachen.de",89,"89","134.61.44.214","cross_node","ib0",4194304,20,286395,290291,294621,307671,306284,326038,498951
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",186,"r23m0124.hpc.itc.rwth-aachen.de",90,"90","134.61.44.214","cross_node","ib0",4194304,20,285753,290688,292061,294717,294443,314842,317031
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",187,"r23m0124.hpc.itc.rwth-aachen.de",91,"91","134.61.44.214","cross_node","ib0",4194304,20,286483,290771,294938,296025,299875,307833,317635
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",188,"r23m0124.hpc.itc.rwth-aachen.de",92,"92","134.61.44.214","cross_node","ib0",4194304,20,286803,290622,292170,297130,303884,313543,318312
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",189,"r23m0124.hpc.itc.rwth-aachen.de",93,"93","134.61.44.214","cross_node","ib0",4194304,20,288565,291066,293615,296811,299112,311970,318709
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",190,"r23m0124.hpc.itc.rwth-aachen.de",94,"94","134.61.44.214","cross_node","ib0",4194304,20,288952,291055,295206,299320,307534,313960,319372
3_full_duplex,0,"n23m0123.hpc.itc.rwth-aachen.de",191,"r23m0124.hpc.itc.rwth-aachen.de",95,"95","134.61.44.214","cross_node","ib0",4194304,20,288142,291956,294194,296790,296795,308538,327695
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",1,"n23m0123.hpc.itc.rwth-aachen.de",1,"1","134.61.45.208","same_numa","ib0",4194304,20,301863,303612,304565,305351,306141,308751,317518
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",2,"n23m0123.hpc.itc.rwth-aachen.de",2,"2","134.61.45.208","same_numa","ib0",4194304,20,301346,303089,304020,304821,305619,308203,316983
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",3,"n23m0123.hpc.itc.rwth-aachen.de",3,"3","134.61.45.208","same_numa","ib0",4194304,20,300815,302558,303514,304284,305090,307691,316524
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",4,"n23m0123.hpc.itc.rwth-aachen.de",4,"4","134.61.45.208","same_numa","ib0",4194304,20,300207,302033,302918,303716,304524,307111,315778
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",5,"n23m0123.hpc.itc.rwth-aachen.de",5,"5","134.61.45.208","same_numa","ib0",4194304,20,298502,300522,301739,302236,303542,305347,313153
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",6,"n23m0123.hpc.itc.rwth-aachen.de",6,"6","134.61.45.208","same_numa","ib0",4194304,20,192901,193868,194278,220467,222166,299442,302093
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",7,"n23m0123.hpc.itc.rwth-aachen.de",7,"7","134.61.45.208","same_numa","ib0",4194304,20,193571,193939,194759,204980,194956,298200,300927
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",8,"n23m0123.hpc.itc.rwth-aachen.de",8,"8","134.61.45.208","same_numa","ib0",4194304,20,194080,194508,195254,195161,195484,196035,197860
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",9,"n23m0123.hpc.itc.rwth-aachen.de",9,"9","134.61.45.208","same_numa","ib0",4194304,20,194576,195030,195763,195676,195992,196522,198393
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",10,"n23m0123.hpc.itc.rwth-aachen.de",10,"10","134.61.45.208","same_numa","ib0",4194304,20,195093,195595,196320,206429,196486,295736,302756
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",11,"n23m0123.hpc.itc.rwth-aachen.de",11,"11","134.61.45.208","same_numa","ib0",4194304,20,195452,195859,196603,201496,196920,204043,295484
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",12,"n23m0123.hpc.itc.rwth-aachen.de",12,"12","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,195801,196261,197065,202089,197385,204636,299081
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",13,"n23m0123.hpc.itc.rwth-aachen.de",13,"13","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,196302,197085,197617,207618,197856,298041,299408
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",14,"n23m0123.hpc.itc.rwth-aachen.de",14,"14","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,196773,197140,197962,203426,198277,205974,309019
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",15,"n23m0123.hpc.itc.rwth-aachen.de",15,"15","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,197230,197642,198297,198316,198690,199174,201036
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",16,"n23m0123.hpc.itc.rwth-aachen.de",16,"16","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,197678,198077,198850,203797,199185,206371,299317
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",17,"n23m0123.hpc.itc.rwth-aachen.de",17,"17","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,198142,198538,199237,199227,199596,200064,201934
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",18,"n23m0123.hpc.itc.rwth-aachen.de",18,"18","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,198525,198986,199718,199674,200031,200513,202374
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",19,"n23m0123.hpc.itc.rwth-aachen.de",19,"19","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,199027,199445,200285,214878,200734,298822,298971
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",20,"n23m0123.hpc.itc.rwth-aachen.de",20,"20","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,199480,199874,200712,205639,200888,208287,302352
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",21,"n23m0123.hpc.itc.rwth-aachen.de",21,"21","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,199931,200345,201150,215687,201536,299111,301839
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",22,"n23m0123.hpc.itc.rwth-aachen.de",22,"22","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,200360,200785,201649,206487,201846,208989,300152
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",23,"n23m0123.hpc.itc.rwth-aachen.de",23,"23","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,200806,201288,202176,217088,202453,300053,310050
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",24,"n23m0123.hpc.itc.rwth-aachen.de",24,"24","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,201514,202201,202621,211762,202913,294322,295460
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",25,"n23m0123.hpc.itc.rwth-aachen.de",25,"25","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,201597,202182,202975,207510,203168,208575,297921
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",26,"n23m0123.hpc.itc.rwth-aachen.de",26,"26","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,201987,202670,203575,208154,203727,210663,298283
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",27,"n23m0123.hpc.itc.rwth-aachen.de",27,"27","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,202453,203143,203951,203855,204124,205206,206447
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",28,"n23m0123.hpc.itc.rwth-aachen.de",28,"28","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,202977,203644,204496,209152,204727,211570,300418
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",29,"n23m0123.hpc.itc.rwth-aachen.de",29,"29","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,203387,204126,204907,210222,205097,212744,314365
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",30,"n23m0123.hpc.itc.rwth-aachen.de",30,"30","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,203794,204967,205557,224052,207740,298797,299697
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",31,"n23m0123.hpc.itc.rwth-aachen.de",31,"31","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,204366,205121,205838,205870,206187,208377,208667
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",32,"n23m0123.hpc.itc.rwth-aachen.de",32,"32","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,204790,205627,206283,210869,206690,213936,296843
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",33,"n23m0123.hpc.itc.rwth-aachen.de",33,"33","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,205332,206128,206960,211532,207192,215078,298876
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",34,"n23m0123.hpc.itc.rwth-aachen.de",34,"34","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,205848,206652,207421,216473,207899,297120,297551
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",35,"n23m0123.hpc.itc.rwth-aachen.de",35,"35","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,206331,207181,207868,212309,208207,216668,294551
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",36,"n23m0123.hpc.itc.rwth-aachen.de",36,"36","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,206901,207660,208317,213034,208691,217938,300306
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",37,"n23m0123.hpc.itc.rwth-aachen.de",37,"37","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,207363,208163,208836,218249,209011,302200,303737
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",38,"n23m0123.hpc.itc.rwth-aachen.de",38,"38","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,207908,208644,209452,227883,210436,300972,314431
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",39,"n23m0123.hpc.itc.rwth-aachen.de",39,"39","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,208414,209202,209862,214374,210046,220606,296661
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",40,"n23m0123.hpc.itc.rwth-aachen.de",40,"40","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,209228,209980,210447,215074,210659,221575,297444
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",41,"n23m0123.hpc.itc.rwth-aachen.de",41,"41","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,209619,210291,210997,216010,211106,218376,314675
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",42,"n23m0123.hpc.itc.rwth-aachen.de",42,"42","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,210138,210965,211547,216064,211821,223254,297302
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",43,"n23m0123.hpc.itc.rwth-aachen.de",43,"43","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,210665,211259,211989,212238,212112,214655,220453
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",44,"n23m0123.hpc.itc.rwth-aachen.de",44,"44","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,211209,211803,212569,221452,213088,296387,302014
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",45,"n23m0123.hpc.itc.rwth-aachen.de",45,"45","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,211740,212562,213032,217752,213309,226143,300036
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",46,"n23m0123.hpc.itc.rwth-aachen.de",46,"46","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,212293,213170,213633,230978,217670,298580,302649
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",47,"n23m0123.hpc.itc.rwth-aachen.de",47,"47","134.61.45.208","same_socket_diff_numa","ib0",4194304,20,212515,213726,213907,223099,214345,301135,309750
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",48,"n23m0123.hpc.itc.rwth-aachen.de",48,"48","134.61.45.208","cross_socket","ib0",4194304,20,213205,214120,214761,227545,215817,298754,300080
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",49,"n23m0123.hpc.itc.rwth-aachen.de",49,"49","134.61.45.208","cross_socket","ib0",4194304,20,213894,214752,215155,220124,215620,229492,305276
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",50,"n23m0123.hpc.itc.rwth-aachen.de",50,"50","134.61.45.208","cross_socket","ib0",4194304,20,214654,215609,216107,233234,220112,300853,302940
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",51,"n23m0123.hpc.itc.rwth-aachen.de",51,"51","134.61.45.208","cross_socket","ib0",4194304,20,215593,216562,216934,234037,221038,301410,304716
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",52,"n23m0123.hpc.itc.rwth-aachen.de",52,"52","134.61.45.208","cross_socket","ib0",4194304,20,216336,217258,217829,226256,218205,298141,299465
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",53,"n23m0123.hpc.itc.rwth-aachen.de",53,"53","134.61.45.208","cross_socket","ib0",4194304,20,217108,217750,218646,227071,219026,299650,301037
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",54,"n23m0123.hpc.itc.rwth-aachen.de",54,"54","134.61.45.208","cross_socket","ib0",4194304,20,217957,218873,219308,236409,220673,302916,314846
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",55,"n23m0123.hpc.itc.rwth-aachen.de",55,"55","134.61.45.208","cross_socket","ib0",4194304,20,218746,219695,220334,236827,223448,303450,305742
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",56,"n23m0123.hpc.itc.rwth-aachen.de",56,"56","134.61.45.208","cross_socket","ib0",4194304,20,219510,220033,221002,233145,222273,300782,300859
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",57,"n23m0123.hpc.itc.rwth-aachen.de",57,"57","134.61.45.208","cross_socket","ib0",4194304,20,220311,221141,221717,229935,222401,299172,299914
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",58,"n23m0123.hpc.itc.rwth-aachen.de",58,"58","134.61.45.208","cross_socket","ib0",4194304,20,221138,221733,222486,222890,222889,225009,232846
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",59,"n23m0123.hpc.itc.rwth-aachen.de",59,"59","134.61.45.208","cross_socket","ib0",4194304,20,221936,222623,223490,227246,223902,236557,291320
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",60,"n23m0123.hpc.itc.rwth-aachen.de",60,"60","134.61.45.208","cross_socket","ib0",4194304,20,222115,223483,224191,228544,224770,238000,303149
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",61,"n23m0123.hpc.itc.rwth-aachen.de",61,"61","134.61.45.208","cross_socket","ib0",4194304,20,222949,224360,225053,252422,300961,306386,315007
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",62,"n23m0123.hpc.itc.rwth-aachen.de",62,"62","134.61.45.208","cross_socket","ib0",4194304,20,223804,225055,225885,233828,226503,301461,302171
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",63,"n23m0123.hpc.itc.rwth-aachen.de",63,"63","134.61.45.208","cross_socket","ib0",4194304,20,224649,226528,227013,244920,251401,298981,300057
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",64,"n23m0123.hpc.itc.rwth-aachen.de",64,"64","134.61.45.208","cross_socket","ib0",4194304,20,225621,226710,227342,231534,227885,241244,302205
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",65,"n23m0123.hpc.itc.rwth-aachen.de",65,"65","134.61.45.208","cross_socket","ib0",4194304,20,226500,227595,228463,232269,228764,241899,299248
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",66,"n23m0123.hpc.itc.rwth-aachen.de",66,"66","134.61.45.208","cross_socket","ib0",4194304,20,227354,228426,228997,232908,229661,242592,297602
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",67,"n23m0123.hpc.itc.rwth-aachen.de",67,"67","134.61.45.208","cross_socket","ib0",4194304,20,228218,229318,229864,241033,231888,301942,303190
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",68,"n23m0123.hpc.itc.rwth-aachen.de",68,"68","134.61.45.208","cross_socket","ib0",4194304,20,229108,230163,230488,231181,231147,233659,241490
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",69,"n23m0123.hpc.itc.rwth-aachen.de",69,"69","134.61.45.208","cross_socket","ib0",4194304,20,230052,231293,231974,245765,236129,301389,303324
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",70,"n23m0123.hpc.itc.rwth-aachen.de",70,"70","134.61.45.208","cross_socket","ib0",4194304,20,230173,231706,232451,239571,233352,296397,303205
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",71,"n23m0123.hpc.itc.rwth-aachen.de",71,"71","134.61.45.208","cross_socket","ib0",4194304,20,231046,232571,233079,243289,233936,300494,307330
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",72,"n23m0123.hpc.itc.rwth-aachen.de",72,"72","134.61.45.208","cross_socket","ib0",4194304,20,231870,233636,234243,244243,235805,300452,302472
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",73,"n23m0123.hpc.itc.rwth-aachen.de",73,"73","134.61.45.208","cross_socket","ib0",4194304,20,232770,234275,234834,250972,257206,300452,300990
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",74,"n23m0123.hpc.itc.rwth-aachen.de",74,"74","134.61.45.208","cross_socket","ib0",4194304,20,233631,234826,235715,242327,236647,297325,299246
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",75,"n23m0123.hpc.itc.rwth-aachen.de",75,"75","134.61.45.208","cross_socket","ib0",4194304,20,234517,235753,236588,243105,237399,297255,299426
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",76,"n23m0123.hpc.itc.rwth-aachen.de",76,"76","134.61.45.208","cross_socket","ib0",4194304,20,235422,236638,237427,247441,238352,303133,304435
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",77,"n23m0123.hpc.itc.rwth-aachen.de",77,"77","134.61.45.208","cross_socket","ib0",4194304,20,236338,237508,238124,238562,238634,240912,248634
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",78,"n23m0123.hpc.itc.rwth-aachen.de",78,"78","134.61.45.208","cross_socket","ib0",4194304,20,237266,238437,239087,242663,239650,252186,301941
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",79,"n23m0123.hpc.itc.rwth-aachen.de",79,"79","134.61.45.208","cross_socket","ib0",4194304,20,238161,239346,240018,246320,240581,294215,314684
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",80,"n23m0123.hpc.itc.rwth-aachen.de",80,"80","134.61.45.208","cross_socket","ib0",4194304,20,238129,240331,241189,256637,263296,303718,304946
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",81,"n23m0123.hpc.itc.rwth-aachen.de",81,"81","134.61.45.208","cross_socket","ib0",4194304,20,239069,241110,242031,257079,264200,302405,306002
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",82,"n23m0123.hpc.itc.rwth-aachen.de",82,"82","134.61.45.208","cross_socket","ib0",4194304,20,239962,241777,242947,254799,247024,301921,303640
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",83,"n23m0123.hpc.itc.rwth-aachen.de",83,"83","134.61.45.208","cross_socket","ib0",4194304,20,240862,242852,243738,246783,243924,256284,301439
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",84,"n23m0123.hpc.itc.rwth-aachen.de",84,"84","134.61.45.208","cross_socket","ib0",4194304,20,241762,243766,244312,247570,244820,257229,301676
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",85,"n23m0123.hpc.itc.rwth-aachen.de",85,"85","134.61.45.208","cross_socket","ib0",4194304,20,243246,244697,245237,251233,245775,298638,304691
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",86,"n23m0123.hpc.itc.rwth-aachen.de",86,"86","134.61.45.208","cross_socket","ib0",4194304,20,243121,245398,246192,251884,246711,299734,303106
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",87,"n23m0123.hpc.itc.rwth-aachen.de",87,"87","134.61.45.208","cross_socket","ib0",4194304,20,244682,246352,247108,250219,247604,259913,303474
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",88,"n23m0123.hpc.itc.rwth-aachen.de",88,"88","134.61.45.208","cross_socket","ib0",4194304,20,244904,246972,248067,256306,248890,301161,314965
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",89,"n23m0123.hpc.itc.rwth-aachen.de",89,"89","134.61.45.208","cross_socket","ib0",4194304,20,245841,247955,248916,262354,269450,302770,304525
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",90,"n23m0123.hpc.itc.rwth-aachen.de",90,"90","134.61.45.208","cross_socket","ib0",4194304,20,246722,249486,250039,260454,253965,301868,302207
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",91,"n23m0123.hpc.itc.rwth-aachen.de",91,"91","134.61.45.208","cross_socket","ib0",4194304,20,247646,249582,250875,258441,252860,302509,302659
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",92,"n23m0123.hpc.itc.rwth-aachen.de",92,"92","134.61.45.208","cross_socket","ib0",4194304,20,248557,250680,251395,256647,252089,300807,301409
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",93,"n23m0123.hpc.itc.rwth-aachen.de",93,"93","134.61.45.208","cross_socket","ib0",4194304,20,249551,251528,252140,254989,252996,264831,301551
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",94,"n23m0123.hpc.itc.rwth-aachen.de",94,"94","134.61.45.208","cross_socket","ib0",4194304,20,251304,252629,253632,262895,255033,300286,312250
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",95,"n23m0123.hpc.itc.rwth-aachen.de",95,"95","134.61.45.208","cross_socket","ib0",4194304,20,251177,253187,253991,261183,256054,298775,302583
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",96,"r23m0124.hpc.itc.rwth-aachen.de",0,"0","134.61.44.214","cross_node","ib0",4194304,20,252606,254467,255424,260573,256242,303514,306080
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",97,"r23m0124.hpc.itc.rwth-aachen.de",1,"1","134.61.44.214","cross_node","ib0",4194304,20,252988,255222,255783,260542,256413,299107,300825
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",98,"r23m0124.hpc.itc.rwth-aachen.de",2,"2","134.61.44.214","cross_node","ib0",4194304,20,253891,256124,256777,268637,291423,297214,299470
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",99,"r23m0124.hpc.itc.rwth-aachen.de",3,"3","134.61.44.214","cross_node","ib0",4194304,20,255127,256831,257185,265039,261116,294098,301237
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",100,"r23m0124.hpc.itc.rwth-aachen.de",4,"4","134.61.44.214","cross_node","ib0",4194304,20,254719,257297,257865,268166,274763,299665,301099
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",101,"r23m0124.hpc.itc.rwth-aachen.de",5,"5","134.61.44.214","cross_node","ib0",4194304,20,254778,257222,257719,269688,290428,300346,303590
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",102,"r23m0124.hpc.itc.rwth-aachen.de",6,"6","134.61.44.214","cross_node","ib0",4194304,20,256588,258638,259671,271327,291829,296464,296717
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",103,"r23m0124.hpc.itc.rwth-aachen.de",7,"7","134.61.44.214","cross_node","ib0",4194304,20,255588,257495,258682,269579,293323,296794,297727
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",104,"r23m0124.hpc.itc.rwth-aachen.de",8,"8","134.61.44.214","cross_node","ib0",4194304,20,256558,258062,258888,265345,260019,299869,303136
4_gather_scatter,0,"n23m0123.hpc.itc.rwth-aachen.de",105,"r23m0124.hpc.itc.rwth-aachen.de",9,"9","134.61.44.214","cross_node","ib0",4194304,20,256956,258680,259377,263533,260022,296243,301646
